StateTerr,HAI,Year,State_NHSN_Mandate,FAC_TYPE,Num_Facilities_Reporting,Observed_Infections,Predicted_Infections,Standardized_Infection_Ratio,Facilities_Atleast_1_Predicted_HAI,PCT_Hospitals_SIR_Greater_Than_National_SIR
Maine,CLABSI,2015,No,REHAB,4,,,,,
Michigan,CLABSI,2015,No,REHAB,18,4,6.782,0.59,,
Minnesota,CLABSI,2015,No,REHAB,4,,,,,
Missouri,CLABSI,2015,No,REHAB,15,5,2.998,1.668,,
Mississippi,CLABSI,2015,Yes,REHAB,8,0,1.564,0,,
Montana,CLABSI,2015,No,REHAB,5,0,0.387,,,
North Carolina,CLABSI,2015,No,REHAB,12,14,7.028,1.992,,
North Dakota,CLABSI,2015,No,REHAB,3,,,,,
Nebraska,CLABSI,2015,No,REHAB,4,,,,,
New Hampshire,CLABSI,2015,No,REHAB,1,,,,,
New Jersey,CLABSI,2015,No,REHAB,4,,,,,
New Mexico,CLABSI,2015,No,REHAB,3,,,,,
Nevada,CLABSI,2015,No,REHAB,13,4,5.81,0.688,,
New York,CLABSI,2015,No,REHAB,43,8,8.867,0.902,,
Ohio,CLABSI,2015,No,REHAB,27,3,6.328,0.474,,
Oklahoma,CLABSI,2015,No,REHAB,12,3,3.213,0.934,,
Oregon,CLABSI,2015,No,REHAB,6,1,0.53,,,
Pennsylvania,CLABSI,2015,Yes,REHAB,79,20,22.763,0.879,,
Puerto Rico,CLABSI,2015,No,REHAB,0,,,,,
Rhode Island,CLABSI,2015,No,REHAB,4,,,,,
South Carolina,CLABSI,2015,Yes,REHAB,17,1,6.455,0.155,,
South Dakota,CLABSI,2015,No,REHAB,2,,,,,
Tennessee,CLABSI,2015,No,REHAB,11,0,2.616,0,,
Texas,CLABSI,2015,No,REHAB,42,13,11.774,1.104,,
Utah,CLABSI,2015,Midyear Implementation,REHAB,3,,,,,
Virginia,CLABSI,2015,No,REHAB,9,7,3.325,2.105,,
Virgin Islands,CLABSI,2015,No,REHAB,0,,,,,
Vermont,CLABSI,2015,No,REHAB,1,,,,,
Washington,CLABSI,2015,Yes,REHAB,15,3,3.071,0.977,,
Wisconsin,CLABSI,2015,No,REHAB,18,5,3.827,1.307,,
West Virginia,CLABSI,2015,No,REHAB,2,,,,,
Wyoming,CLABSI,2015,No,REHAB,0,,,,,
National,CLABSI,2015,,REHAB,662,171,173.588,0.985,,
Alaska,CAUTI,2015,No,REHAB,2,,,,,
Alabama,CAUTI,2015,No,REHAB,14,9,18.595,0.484,,
Arkansas,CAUTI,2015,Yes,REHAB,25,12,19.371,0.619,,
Arizona,CAUTI,2015,No,REHAB,23,15,22.147,0.677,,
California,CAUTI,2015,No,REHAB,74,67,82.651,0.811,,
Colorado,CAUTI,2015,No,REHAB,19,20,18.187,1.1,,
Connecticut,CAUTI,2015,Yes,REHAB,9,5,4.753,1.052,,
District of Columbia,CAUTI,2015,No,REHAB,2,,,,,
Delaware,CAUTI,2015,Yes,REHAB,3,,,,,
Florida,CAUTI,2015,No,REHAB,53,52,80.86,0.643,,
Georgia,CAUTI,2015,Yes,REHAB,30,18,29.865,0.603,,
Guam,CAUTI,2015,No,REHAB,0,,,,,
Hawaii,CAUTI,2015,Yes,REHAB,1,,,,,
Iowa,CAUTI,2015,No,REHAB,15,14,10.563,1.325,,
Idaho,CAUTI,2015,No,REHAB,6,5,4.202,1.19,,
Illinois,CAUTI,2015,No,REHAB,48,56,53.756,1.042,,
Indiana,CAUTI,2015,No,REHAB,38,41,34.004,1.206,,
Kansas,CAUTI,2015,No,REHAB,20,30,13.567,2.211,,
Kentucky,CAUTI,2015,Midyear Implementation,REHAB,17,18,16.778,1.073,,
Louisiana,CAUTI,2015,No,REHAB,48,40,38.63,1.035,,
Massachusetts,CAUTI,2015,No,REHAB,10,21,23.211,0.905,,
Maryland,CAUTI,2015,No,REHAB,3,,,,,
Maine,CAUTI,2015,No,REHAB,5,7,4.334,1.615,,
Michigan,CAUTI,2015,No,REHAB,41,39,38.103,1.024,,
Minnesota,CAUTI,2015,No,REHAB,14,13,11.549,1.126,,
Missouri,CAUTI,2015,No,REHAB,30,39,28.597,1.364,,
Mississippi,CAUTI,2015,Yes,REHAB,11,10,10.604,0.943,,
Montana,CAUTI,2015,No,REHAB,6,1,1.946,0.514,,
North Carolina,CAUTI,2015,Yes,REHAB,28,35,31.201,1.122,,
North Dakota,CAUTI,2015,No,REHAB,7,3,2.948,1.018,,
Nebraska,CAUTI,2015,No,REHAB,9,12,11.814,1.016,,
New Hampshire,CAUTI,2015,No,REHAB,8,7,7.411,0.945,,
New Jersey,CAUTI,2015,No,REHAB,17,47,37.818,1.243,,
New Mexico,CAUTI,2015,No,REHAB,8,7,6.924,1.011,,
Nevada,CAUTI,2015,No,REHAB,13,18,17.792,1.012,,
New York,CAUTI,2015,No,REHAB,59,50,52.856,0.946,,
Ohio,CAUTI,2015,No,REHAB,50,44,48.972,0.898,,
Oklahoma,CAUTI,2015,No,REHAB,23,27,16.14,1.673,,
Oregon,CAUTI,2015,Yes,REHAB,8,4,4.995,0.801,,
Pennsylvania,CAUTI,2015,Yes,REHAB,80,114,80.316,1.419,,
Puerto Rico,CAUTI,2015,No,REHAB,4,,,,,
Rhode Island,CAUTI,2015,No,REHAB,6,3,2.841,1.056,,
South Carolina,CAUTI,2015,No,REHAB,19,13,12.587,1.033,,
South Dakota,CAUTI,2015,No,REHAB,3,,,,,
Tennessee,CAUTI,2015,Yes,REHAB,32,39,27.586,1.414,,
Texas,CAUTI,2015,No,REHAB,139,133,169.75,0.784,,
Utah,CAUTI,2015,Yes,REHAB,11,14,8.979,1.559,,
Virginia,CAUTI,2015,No,REHAB,26,28,29.614,0.945,,
Virgin Islands,CAUTI,2015,No,REHAB,0,,,,,
Vermont,CAUTI,2015,No,REHAB,2,,,,,
Washington,CAUTI,2015,No,REHAB,17,16,21.794,0.734,,
Wisconsin,CAUTI,2015,No,REHAB,25,19,14.603,1.301,,
West Virginia,CAUTI,2015,Yes,REHAB,8,2,6.604,0.303,,
Wyoming,CAUTI,2015,No,REHAB,2,,,,,
National,CAUTI,2015,,REHAB,1171,1183,1206.226,0.981,,
Alaska,CDI,2015,No,REHAB,2,,,,,
Alabama,CDI,2015,No,REHAB,14,89,80.144,1.111,,
Arkansas,CDI,2015,Yes,REHAB,23,58,64.207,0.903,,
Arizona,CDI,2015,No,REHAB,23,96,75.401,1.273,,
California,CDI,2015,Yes,REHAB,70,206,227.275,0.906,,
Colorado,CDI,2015,No,REHAB,18,31,47.37,0.654,,
Connecticut,CDI,2015,Yes,REHAB,9,16,14.244,1.123,,
District of Columbia,CDI,2015,No,REHAB,2,,,,,
Delaware,CDI,2015,Yes,REHAB,3,,,,,
Florida,CDI,2015,No,REHAB,52,293,255.641,1.146,,
Georgia,CDI,2015,Yes,REHAB,30,79,75.282,1.049,,
Guam,CDI,2015,No,REHAB,0,,,,,
Hawaii,CDI,2015,Yes,REHAB,1,,,,,
Iowa,CDI,2015,No,REHAB,15,29,24.708,1.174,,
Idaho,CDI,2015,No,REHAB,6,6,10.625,0.565,,
Illinois,CDI,2015,Yes,REHAB,47,222,201.164,1.104,,
Indiana,CDI,2015,No,REHAB,38,108,110.785,0.975,,
Kansas,CDI,2015,No,REHAB,20,58,56.024,1.035,,
Kentucky,CDI,2015,Midyear Implementation,REHAB,16,54,59.742,0.904,,
Louisiana,CDI,2015,No,REHAB,47,81,72.826,1.112,,
Massachusetts,CDI,2015,No,REHAB,10,64,63.61,1.006,,
Maryland,CDI,2015,No,REHAB,3,,,,,
Maine,CDI,2015,No,REHAB,5,9,19.856,0.453,,
Michigan,CDI,2015,No,REHAB,40,130,123.316,1.054,,
Minnesota,CDI,2015,No,REHAB,13,37,32.295,1.146,,
Missouri,CDI,2015,No,REHAB,30,121,96.749,1.251,,
Mississippi,CDI,2015,Yes,REHAB,11,27,28.804,0.937,,
Montana,CDI,2015,No,REHAB,6,6,7.356,0.816,,
North Carolina,CDI,2015,Yes,REHAB,27,95,103.498,0.918,,
North Dakota,CDI,2015,No,REHAB,5,7,5.91,1.185,,
Nebraska,CDI,2015,Yes,REHAB,9,18,24.594,0.732,,
New Hampshire,CDI,2015,No,REHAB,8,37,25.321,1.461,,
New Jersey,CDI,2015,No,REHAB,17,140,135.758,1.031,,
New Mexico,CDI,2015,No,REHAB,8,74,28.573,2.59,,
Nevada,CDI,2015,No,REHAB,13,134,63.024,2.126,,
New York,CDI,2015,Yes,REHAB,59,184,191.906,0.959,,
Ohio,CDI,2015,No,REHAB,49,111,137.426,0.808,,
Oklahoma,CDI,2015,No,REHAB,23,50,46.715,1.07,,
Oregon,CDI,2015,Yes,REHAB,7,9,14.08,0.639,,
Pennsylvania,CDI,2015,Yes,REHAB,79,250,282.783,0.884,,
Puerto Rico,CDI,2015,No,REHAB,4,,,,,
Rhode Island,CDI,2015,No,REHAB,6,18,9.515,1.892,,
Washington,MRSA,2015,No,REHAB,17,1,1.6088,0.622,,
South Carolina,CDI,2015,Yes,REHAB,19,52,66.642,0.78,,
South Dakota,CDI,2015,No,REHAB,2,,,,,
Tennessee,CDI,2015,Yes,REHAB,31,75,96.996,0.773,,
Texas,CDI,2015,No,REHAB,134,475,437.272,1.086,,
Utah,CDI,2015,Yes,REHAB,11,26,26.69,0.974,,
Virginia,CDI,2015,No,REHAB,27,101,111.01,0.91,,
Virgin Islands,CDI,2015,No,REHAB,0,,,,,
Vermont,CDI,2015,No,REHAB,1,,,,,
Washington,CDI,2015,Yes,REHAB,17,28,40.216,0.696,,
Wisconsin,CDI,2015,No,REHAB,25,48,54.888,0.875,,
West Virginia,CDI,2015,Yes,REHAB,8,33,25.983,1.27,,
Wyoming,CDI,2015,No,REHAB,2,,,,,
National,CDI,2015,,REHAB,1145,3868,3752.077,1.031,,
Alaska,MRSA,2015,No,REHAB,2,,,,,
Alabama,MRSA,2015,No,REHAB,14,5,3.6801,1.359,,
Arkansas,MRSA,2015,Yes,REHAB,24,4,3.0719,1.302,,
Arizona,MRSA,2015,No,REHAB,23,2,3.6897,0.542,,
California,MRSA,2015,Yes,REHAB,70,7,9.3577,0.748,,
Colorado,MRSA,2015,No,REHAB,18,1,2.0261,0.494,,
Connecticut,MRSA,2015,Yes,REHAB,9,0,0.6297,,,
District of Columbia,MRSA,2015,No,REHAB,2,,,,,
Delaware,MRSA,2015,Yes,REHAB,3,,,,,
Florida,MRSA,2015,No,REHAB,52,17,12.0069,1.416,,
Georgia,MRSA,2015,Yes,REHAB,30,5,3.2516,1.538,,
Guam,MRSA,2015,No,REHAB,0,,,,,
Hawaii,MRSA,2015,Yes,REHAB,1,,,,,
Iowa,MRSA,2015,No,REHAB,15,0,0.9436,,,
Idaho,MRSA,2015,No,REHAB,6,0,0.463,,,
Illinois,MRSA,2015,Yes,REHAB,47,10,7.5245,1.329,,
Indiana,MRSA,2015,No,REHAB,38,3,4.3865,0.684,,
Kansas,MRSA,2015,No,REHAB,20,1,2.2672,0.441,,
Kentucky,MRSA,2015,Midyear Implementation,REHAB,16,4,2.8734,1.392,,
Louisiana,MRSA,2015,No,REHAB,46,5,3.6021,1.388,,
Massachusetts,MRSA,2015,No,REHAB,10,0,3.5923,0,,
Maryland,MRSA,2015,No,REHAB,3,,,,,
Maine,MRSA,2015,No,REHAB,5,0,0.8424,,,
Michigan,MRSA,2015,No,REHAB,40,7,4.433,1.579,,
Minnesota,MRSA,2015,No,REHAB,14,2,1.2543,1.594,,
Missouri,MRSA,2015,No,REHAB,30,6,4.1326,1.452,,
Mississippi,MRSA,2015,Yes,REHAB,11,2,1.3987,1.43,,
Montana,MRSA,2015,No,REHAB,6,0,0.288,,,
North Carolina,MRSA,2015,Yes,REHAB,27,4,4.2863,0.933,,
North Dakota,MRSA,2015,No,REHAB,5,0,0.2723,,,
Nebraska,MRSA,2015,Yes,REHAB,9,0,1.071,0,,
New Hampshire,MRSA,2015,No,REHAB,8,1,1.3215,0.757,,
New Jersey,MRSA,2015,No,REHAB,17,2,5.7929,0.345,,
New Mexico,MRSA,2015,No,REHAB,8,1,1.2341,0.81,,
Nevada,MRSA,2015,No,REHAB,13,1,2.6756,0.374,,
New York,MRSA,2015,No,REHAB,59,8,8.0165,0.998,,
Ohio,MRSA,2015,No,REHAB,50,3,5.9384,0.505,,
Oklahoma,MRSA,2015,No,REHAB,23,4,2.137,1.872,,
Oregon,MRSA,2015,Yes,REHAB,7,0,0.5274,,,
Pennsylvania,MRSA,2015,Yes,REHAB,79,14,12.9525,1.081,,
Puerto Rico,MRSA,2015,No,REHAB,4,,,,,
Rhode Island,MRSA,2015,No,REHAB,6,0,0.4374,,,
South Carolina,MRSA,2015,Yes,REHAB,19,5,3.4089,1.467,,
South Dakota,MRSA,2015,No,REHAB,2,,,,,
Tennessee,MRSA,2015,Yes,REHAB,32,8,4.3312,1.847,,
Texas,MRSA,2015,No,REHAB,136,23,21.0122,1.095,,
Utah,MRSA,2015,Yes,REHAB,11,0,1.2236,0,,
Virginia,MRSA,2015,No,REHAB,27,5,4.6829,1.068,,
Virgin Islands,MRSA,2015,No,REHAB,0,,,,,
Vermont,MRSA,2015,No,REHAB,2,,,,,
Wisconsin,MRSA,2015,No,REHAB,25,1,2.3274,0.43,,
West Virginia,MRSA,2015,Yes,REHAB,8,1,1.4201,0.704,,
Wyoming,MRSA,2015,No,REHAB,2,,,,,
National,MRSA,2015,,REHAB,1151,164,166.323,0.986,,
Guam,CAUTI,2015,No,General,1,,,,,
Virgin Islands,CAUTI,2015,Yes,General,2,,,,,
Alaska,CAUTI,2015,No,General,10,43,28.561,1.506,,
Alabama,CAUTI,2015,Yes,General,88,526,603.26,0.872,,
Arkansas,CAUTI,2015,Yes,General,48,369,327.71,1.126,,
Arizona,CAUTI,2015,No,General,66,438,491.53,0.891,,
California,CAUTI,2015,No,General,334,3331,2975.14,1.12,,
Colorado,CAUTI,2015,No,General,50,346,380.41,0.91,,
Connecticut,CAUTI,2015,Yes,General,32,288,287.33,1.002,,
District of Columbia,CAUTI,2015,No,General,8,145,124.62,1.164,,
Delaware,CAUTI,2015,Yes,General,8,74,71.62,1.033,,
Florida,CAUTI,2015,No,General,198,1990,2228.71,0.893,,
Georgia,CAUTI,2015,Yes,General,108,1051,922.16,1.14,,
Hawaii,CAUTI,2015,Yes,General,16,72,82.27,0.875,,
Idaho,CAUTI,2015,No,General,15,87,98.25,0.885,,
Illinois,CAUTI,2015,No,General,133,911,1024.57,0.889,,
Indiana,CAUTI,2015,Yes,General,89,520,538.84,0.965,,
Iowa,CAUTI,2015,No,General,40,220,209.99,1.048,,
Kansas,CAUTI,2015,No,General,52,217,226.25,0.959,,
Kentucky,CAUTI,2015,Yes,General,70,438,495.16,0.885,,
Louisiana,CAUTI,2015,No,General,92,589,586.81,1.004,,
Maine,CAUTI,2015,Yes,General,19,78,74.08,1.053,,
Maryland,CAUTI,2015,Yes,General,49,513,511.02,1.004,,
Massachusetts,CAUTI,2015,Yes,General,69,716,663.55,1.079,,
Michigan,CAUTI,2015,No,General,95,937,932.13,1.005,,
Minnesota,CAUTI,2015,Yes,General,53,347,331.19,1.048,,
Missouri,CAUTI,2015,No,General,78,627,661.29,0.948,,
Mississippi,CAUTI,2015,Yes,General,60,301,336.33,0.895,,
Montana,CAUTI,2015,No,General,13,57,47.06,1.211,,
National,CAUTI,2015,Yes,General,3658,28712,28910.635,0.993,,
North Carolina,CAUTI,2015,Yes,General,96,830,858.58,0.967,,
North Dakota,CAUTI,2015,No,General,8,62,67.7,0.916,,
Nebraska,CAUTI,2015,No,General,25,135,140.41,0.961,,
New Hampshire,CAUTI,2015,No,General,13,77,96.35,0.799,,
New Jersey,CAUTI,2015,Yes,General,71,845,751.13,1.125,,
New Mexico,CAUTI,2015,No,General,35,155,144.67,1.071,,
Nevada,CAUTI,2015,No,General,24,218,289.21,0.754,,
New York,CAUTI,2015,No,General,178,2360,2041.25,1.156,,
Ohio,CAUTI,2015,No,General,138,1122,1358.99,0.826,,
Oklahoma,CAUTI,2015,No,General,87,378,392.96,0.962,,
Oregon,CAUTI,2015,Yes,General,38,255,270.03,0.944,,
Pennsylvania,CAUTI,2015,Yes,General,177,1566,1490.99,1.05,,
Puerto Rico,CAUTI,2015,Yes,General,14,69,111.03,0.621,,
Rhode Island,CAUTI,2015,No,General,11,115,85.03,1.353,,
South Carolina,CAUTI,2015,No,General,64,501,423.28,1.184,,
South Dakota,CAUTI,2015,No,General,21,79,63.53,1.243,,
Tennessee,CAUTI,2015,Yes,General,108,742,805,0.922,,
Texas,CAUTI,2015,Yes,General,360,2051,2262.51,0.907,,
Utah,CAUTI,2015,Yes,General,36,200,145.37,1.376,,
Virginia,CAUTI,2015,Yes,General,82,644,668.13,0.964,,
Vermont,CAUTI,2015,No,General,6,42,40.84,1.028,,
Washington,CAUTI,2015,No,General,57,468,473.38,0.989,,
Wisconsin,CAUTI,2015,No,General,73,364,378.97,0.96,,
West Virginia,CAUTI,2015,Yes,General,29,172,260.56,0.66,,
Wyoming,CAUTI,2015,No,General,11,14,24.63,0.568,,
Guam,CDI,2015,No,General,0,,,,,
Virgin Islands,CDI,2015,Yes,General,2,,,,,
Alaska,CDI,2015,No,General,8,97,110.118,0.881,,
Alabama,CDI,2015,No,General,88,1276,1914.74,0.666,,
Arkansas,CDI,2015,Yes,General,48,641,898.628,0.713,,
Arizona,CDI,2015,No,General,68,2130,2164.374,0.984,,
California,CDI,2015,Yes,General,336,10978,9456.847,1.161,,
Colorado,CDI,2015,Yes,General,49,1315,1196.468,1.099,,
Connecticut,CDI,2015,Yes,General,32,1315,1108.695,1.186,,
District of Columbia,CDI,2015,No,General,7,409,387.757,1.055,,
Delaware,CDI,2015,Yes,General,8,402,355.176,1.132,,
Florida,CDI,2015,No,General,194,7753,8245.79,0.94,,
Georgia,CDI,2015,Yes,General,104,2771,2862.003,0.968,,
Hawaii,CDI,2015,Yes,General,15,259,343.75,0.753,,
Idaho,CDI,2015,No,General,14,240,281.64,0.852,,
Illinois,CDI,2015,Yes,General,133,4322,4298.31,1.006,,
Indiana,CDI,2015,No,General,90,2230,2210.444,1.009,,
Iowa,CDI,2015,No,General,37,820,955.106,0.859,,
Kansas,CDI,2015,No,General,57,734,814.356,0.901,,
Kentucky,CDI,2015,Yes,General,69,1800,1707.631,1.054,,
Louisiana,CDI,2015,No,General,94,1230,1377.983,0.893,,
Maine,CDI,2015,Yes,General,21,228,329.955,0.691,,
Maryland,CDI,2015,Yes,General,47,2354,2092.844,1.125,,
Massachusetts,CDI,2015,Yes,General,70,2788,2619.077,1.064,,
Michigan,CDI,2015,No,General,97,3296,3600.781,0.915,,
Minnesota,CDI,2015,Yes,General,55,1350,1435.945,0.94,,
Missouri,CDI,2015,No,General,77,2131,2181.165,0.977,,
Mississippi,CDI,2015,Yes,General,60,744,1079.973,0.689,,
Montana,CDI,2015,No,General,13,201,220.424,0.912,,
National,CDI,2015,,General,3634,101505,102203.94,0.993,,
North Carolina,CDI,2015,Yes,General,96,3101,3379.709,0.918,,
North Dakota,CDI,2015,No,General,8,255,238.168,1.071,,
Nebraska,CDI,2015,Yes,General,25,393,469.559,0.837,,
New Hampshire,CDI,2015,No,General,13,316,295.314,1.07,,
New Jersey,CDI,2015,No,General,71,2981,2825.646,1.055,,
New Mexico,CDI,2015,Yes,General,36,657,494.226,1.329,,
Nevada,CDI,2015,No,General,22,1083,967.008,1.12,,
New York,CDI,2015,Yes,General,182,7814,7817.457,1,,
Ohio,CDI,2015,No,General,136,4282,4552.14,0.941,,
Oklahoma,CDI,2015,No,General,86,1177,1168.531,1.007,,
Oregon,CDI,2015,Yes,General,37,880,874.845,1.006,,
Pennsylvania,CDI,2015,Yes,General,166,4938,4788.371,1.031,,
Rhode Island,CDI,2015,No,General,11,468,394.961,1.185,,
South Carolina,CDI,2015,Yes,General,64,1591,1677.364,0.949,,
South Dakota,CDI,2015,No,General,22,282,302.574,0.932,,
Tennessee,CDI,2015,Yes,General,112,2471,2563.035,0.964,,
Texas,CDI,2015,No,General,359,7297,7867.587,0.927,,
Utah,CDI,2015,Yes,General,37,526,498.882,1.054,,
Virginia,CDI,2015,Yes,General,79,2556,2422.306,1.055,,
Vermont,CDI,2015,No,General,6,132,116.717,1.131,,
Washington,CDI,2015,Yes,General,56,1912,1705.235,1.121,,
Wisconsin,CDI,2015,No,General,75,1646,1597.17,1.031,,
West Virginia,CDI,2015,Yes,General,29,808,748.318,1.08,,
Wyoming,CDI,2015,No,General,10,65,57.332,1.134,,
Guam,CLABSI,2015,No,General,1,,,,,
Virgin Islands,CLABSI,2015,Yes,General,2,,,,,
Alaska,CLABSI,2015,No,General,9,36,33.006,1.091,,
Alabama,CLABSI,2015,Yes,General,76,694,493.136,1.407,,
Arkansas,CLABSI,2015,Yes,General,48,319,291.403,1.095,,
Arizona,CLABSI,2015,No,General,66,439,517.079,0.849,,
California,CLABSI,2015,Yes,General,332,2651,2731.414,0.971,,
Colorado,CLABSI,2015,Yes,General,51,282,312.953,0.901,,
Connecticut,CLABSI,2015,Yes,General,32,295,255.259,1.156,,
District of Columbia,CLABSI,2015,Yes,General,8,205,176.372,1.162,,
Delaware,CLABSI,2015,Yes,General,8,95,90.611,1.048,,
Florida,CLABSI,2015,No,General,198,2202,2009.921,1.096,,
Georgia,CLABSI,2015,Yes,General,105,963,821.595,1.172,,
Hawaii,CLABSI,2015,Yes,General,16,32,98.821,0.324,,
Idaho,CLABSI,2015,No,General,11,47,73.265,0.642,,
Illinois,CLABSI,2015,Yes,General,132,786,961.935,0.817,,
Indiana,CLABSI,2015,Yes,General,88,613,548.776,1.117,,
Iowa,CLABSI,2015,No,General,39,190,204.174,0.931,,
Kansas,CLABSI,2015,No,General,51,171,213.114,0.802,,
Kentucky,CLABSI,2015,Yes,General,70,425,397.917,1.068,,
Louisiana,CLABSI,2015,No,General,91,611,426.103,1.434,,
Maine,CLABSI,2015,Yes,General,19,56,69.621,0.804,,
Maryland,CLABSI,2015,Yes,General,49,527,470.174,1.121,,
Massachusetts,CLABSI,2015,Yes,General,68,412,546.854,0.753,,
Michigan,CLABSI,2015,No,General,95,716,759.937,0.942,,
Minnesota,CLABSI,2015,Yes,General,52,263,339.141,0.775,,
Missouri,CLABSI,2015,No,General,74,693,651.795,1.063,,
Mississippi,CLABSI,2015,Yes,General,54,289,260.755,1.108,,
Montana,CLABSI,2015,No,General,13,40,43.062,0.929,,
National,CLABSI,2015,,General,3550,26029,26183.537,0.994,,
North Carolina,CLABSI,2015,Yes,General,95,808,759.978,1.063,,
North Dakota,CLABSI,2015,No,General,7,52,65.754,0.791,,
Nebraska,CLABSI,2015,No,General,24,189,163.477,1.156,,
New Hampshire,CLABSI,2015,No,General,13,74,70.876,1.044,,
New Jersey,CLABSI,2015,Yes,General,71,709,629.754,1.126,,
New Mexico,CLABSI,2015,Yes,General,32,118,117.869,1.001,,
Nevada,CLABSI,2015,Yes,General,24,268,282.119,0.95,,
New York,CLABSI,2015,Yes,General,175,1905,1776.458,1.072,,
Ohio,CLABSI,2015,No,General,136,1005,1139.406,0.882,,
Oklahoma,CLABSI,2015,Yes,General,79,374,395.77,0.945,,
Oregon,CLABSI,2015,Yes,General,37,187,234.957,0.796,,
Pennsylvania,CLABSI,2015,Yes,General,163,1298,1376.13,0.943,,
Puerto Rico,CLABSI,2015,Yes,General,14,63,62.617,1.006,,
Rhode Island,CLABSI,2015,No,General,11,82,76.49,1.072,,
South Carolina,CLABSI,2015,Yes,General,64,463,419.352,1.104,,
South Dakota,CLABSI,2015,No,General,16,42,64.518,0.651,,
Tennessee,CLABSI,2015,Yes,General,107,674,746.467,0.903,,
Texas,CLABSI,2015,Yes,General,331,2107,2171.73,0.97,,
Utah,CLABSI,2015,Yes,General,36,109,133.158,0.819,,
Virginia,CLABSI,2015,Yes,General,82,544,591.122,0.92,,
Vermont,CLABSI,2015,Yes,General,7,32,28.361,1.128,,
Washington,CLABSI,2015,Yes,General,56,417,482.262,0.865,,
Wisconsin,CLABSI,2015,No,General,73,292,379.392,0.77,,
West Virginia,CLABSI,2015,Yes,General,29,148,198.838,0.744,,
Wyoming,CLABSI,2015,No,General,10,10,14.988,0.667,,
Guam,COLON,2015,No,General,0,,,,,
Virgin Islands,COLON,2015,No,General,2,,,,,
Alaska,COLON,2015,No,General,7,19,15.64117,1.215,,
Alabama,COLON,2015,Yes,General,68,125,145.41537,0.86,,
Arkansas,COLON,2015,Yes,General,39,67,67.114494,0.998,,
Arizona,COLON,2015,No,General,58,199,148.92107,1.336,,
California,COLON,2015,Yes,General,304,719,673.5903,1.067,,
Colorado,COLON,2015,Yes,General,47,127,107.74981,1.179,,
Connecticut,COLON,2015,Yes,General,30,92,88.38136,1.041,,
District of Columbia,COLON,2015,No,General,7,20,35.07397,0.57,,
Delaware,COLON,2015,Yes,General,7,44,30.918215,1.423,,
Florida,COLON,2015,No,General,183,513,515.30664,0.996,,
Georgia,COLON,2015,Yes,General,92,306,244.41267,1.252,,
Hawaii,COLON,2015,Yes,General,13,18,24.364397,0.739,,
Idaho,COLON,2015,No,General,12,34,29.479212,1.153,,
Illinois,COLON,2015,No,General,125,254,283.51447,0.896,,
Indiana,COLON,2015,Yes,General,78,161,162.62616,0.99,,
Iowa,COLON,2015,No,General,36,82,69.42566,1.181,,
Kansas,COLON,2015,No,General,39,81,65.903015,1.229,,
Kentucky,COLON,2015,Yes,General,63,113,118.240814,0.956,,
Louisiana,COLON,2015,No,General,70,117,117.73689,0.994,,
Maine,COLON,2015,Yes,General,19,43,32.28586,1.332,,
Maryland,COLON,2015,Yes,General,45,143,145.37076,0.984,,
Massachusetts,COLON,2015,Yes,General,60,153,164.75017,0.929,,
Michigan,COLON,2015,No,General,88,261,263.9052,0.989,,
Minnesota,COLON,2015,Yes,General,49,140,138.32405,1.012,,
Missouri,COLON,2015,No,General,65,161,174.69344,0.922,,
Mississippi,COLON,2015,Yes,General,44,69,67.56975,1.021,,
Montana,COLON,2015,No,General,12,11,19.492237,0.564,,
National,COLON,2015,,General,3140,7493,7497.084,0.999,,
North Carolina,COLON,2015,Yes,General,85,209,254.03223,0.823,,
North Dakota,COLON,2015,No,General,6,22,18.978033,1.159,,
Nebraska,COLON,2015,No,General,21,42,43.931816,0.956,,
New Hampshire,COLON,2015,Yes,General,13,21,31.511578,0.666,,
New Jersey,COLON,2015,Yes,General,70,149,197.5559,0.754,,
New Mexico,COLON,2015,No,General,27,38,28.768986,1.321,,
Nevada,COLON,2015,No,General,21,76,54.256607,1.401,,
New York,COLON,2015,Yes,General,162,589,481.77756,1.223,,
Ohio,COLON,2015,No,General,124,330,369.012,0.894,,
Oklahoma,COLON,2015,No,General,58,88,97.61189,0.902,,
Oregon,COLON,2015,Yes,General,34,54,92.15923,0.586,,
Pennsylvania,COLON,2015,Yes,General,152,365,401.78232,0.908,,
Puerto Rico,COLON,2015,No,General,0,,,,,
Rhode Island,COLON,2015,No,General,11,27,23.447552,1.152,,
South Carolina,COLON,2015,Yes,General,55,114,114.83676,0.993,,
South Dakota,COLON,2015,No,General,14,32,19.597015,1.633,,
Tennessee,COLON,2015,Yes,General,89,166,197.81407,0.839,,
Texas,COLON,2015,Yes,General,273,534,554.8493,0.962,,
Utah,COLON,2015,Yes,General,31,50,48.520763,1.03,,
Virginia,COLON,2015,Yes,General,74,203,183.23724,1.108,,
Vermont,COLON,2015,No,General,6,21,10.377316,2.024,,
Washington,COLON,2015,Yes,General,49,109,134.18591,0.812,,
Wisconsin,COLON,2015,No,General,66,109,131.0007,0.832,,
West Virginia,COLON,2015,Yes,General,27,67,50.596924,1.324,,
Wyoming,COLON,2015,No,General,10,4,5.77782,0.692,,
Guam,HYST,2015,No,General,0,,,,,
