Antibiotic_Class,Year,Location,Age_Group,Sex,Rate
All classes,2013,Nevada,Combined Ages,Combined Gender,716.6015832
All other,2013,Nevada,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,Nevada,Combined Ages,Combined Gender,92.21136065
Fluoroquinolones,2013,Nevada,Combined Ages,Combined Gender,90.19837048
Macrolides,2013,Nevada,Combined Ages,Combined Gender,140.3286126
Penicillins,2013,Nevada,Combined Ages,Combined Gender,163.6840917
All classes,2013,New Hampshire,Combined Ages,Combined Gender,710.3067179
All other,2013,New Hampshire,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,New Hampshire,Combined Ages,Combined Gender,85.01530301
Fluoroquinolones,2013,New Hampshire,Combined Ages,Combined Gender,74.98966442
Macrolides,2013,New Hampshire,Combined Ages,Combined Gender,127.2429337
Penicillins,2013,New Hampshire,Combined Ages,Combined Gender,170.4815305
All classes,2013,New Jersey,Combined Ages,Combined Gender,922.6968349
All other,2013,New Jersey,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,New Jersey,Combined Ages,Combined Gender,112.2233727
All other,2015,Wisconsin,Combined Ages,Combined Gender,Insufficient Data
Fluoroquinolones,2013,New Jersey,Combined Ages,Combined Gender,123.1017308
Macrolides,2013,New Jersey,Combined Ages,Combined Gender,197.0751193
Penicillins,2013,New Jersey,Combined Ages,Combined Gender,210.4429803
All classes,2013,New Mexico,Combined Ages,Combined Gender,696.6705273
All other,2013,New Mexico,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,New Mexico,Combined Ages,Combined Gender,90.05454036
Fluoroquinolones,2013,New Mexico,Combined Ages,Combined Gender,73.69808735
Macrolides,2013,New Mexico,Combined Ages,Combined Gender,147.5695423
Penicillins,2013,New Mexico,Combined Ages,Combined Gender,161.7098608
All classes,2013,New York,Combined Ages,Combined Gender,904.712935
All other,2013,New York,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,New York,Combined Ages,Combined Gender,108.3607984
Fluoroquinolones,2013,New York,Combined Ages,Combined Gender,119.3989971
Macrolides,2013,New York,Combined Ages,Combined Gender,183.1707644
Penicillins,2013,New York,Combined Ages,Combined Gender,207.4061292
All classes,2013,North Carolina,Combined Ages,Combined Gender,900.5591447
All other,2013,North Carolina,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,North Carolina,Combined Ages,Combined Gender,126.3802731
Fluoroquinolones,2013,North Carolina,Combined Ages,Combined Gender,116.0734353
Macrolides,2013,North Carolina,Combined Ages,Combined Gender,158.8681324
Penicillins,2013,North Carolina,Combined Ages,Combined Gender,192.7922786
All classes,2013,North Dakota,Combined Ages,Combined Gender,877.2636722
All other,2013,North Dakota,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,North Dakota,Combined Ages,Combined Gender,140.0759542
Fluoroquinolones,2013,North Dakota,Combined Ages,Combined Gender,107.1787383
Macrolides,2013,North Dakota,Combined Ages,Combined Gender,173.8719941
Penicillins,2013,North Dakota,Combined Ages,Combined Gender,177.6483062
All classes,2013,Ohio,Combined Ages,Combined Gender,966.1079692
All other,2013,Ohio,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,Ohio,Combined Ages,Combined Gender,129.0666207
Fluoroquinolones,2013,Ohio,Combined Ages,Combined Gender,115.9585914
Macrolides,2013,Ohio,Combined Ages,Combined Gender,180.8624417
Penicillins,2013,Ohio,Combined Ages,Combined Gender,220.3729915
All classes,2013,Oklahoma,Combined Ages,Combined Gender,967.276943
All other,2013,Oklahoma,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,Oklahoma,Combined Ages,Combined Gender,145.8668642
Fluoroquinolones,2013,Oklahoma,Combined Ages,Combined Gender,118.1606559
Macrolides,2013,Oklahoma,Combined Ages,Combined Gender,184.1548144
Penicillins,2013,Oklahoma,Combined Ages,Combined Gender,204.0088365
All classes,2013,Oregon,Combined Ages,Combined Gender,578.6255431
All other,2013,Oregon,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,Oregon,Combined Ages,Combined Gender,68.36810361
Fluoroquinolones,2013,Oregon,Combined Ages,Combined Gender,68.86931438
Macrolides,2013,Oregon,Combined Ages,Combined Gender,95.91939091
Penicillins,2013,Oregon,Combined Ages,Combined Gender,131.7422993
All classes,2013,Pennsylvania,Combined Ages,Combined Gender,896.2812026
All other,2013,Pennsylvania,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,Pennsylvania,Combined Ages,Combined Gender,115.1332048
Fluoroquinolones,2013,Pennsylvania,Combined Ages,Combined Gender,109.08735
Macrolides,2013,Pennsylvania,Combined Ages,Combined Gender,167.8204331
Penicillins,2013,Pennsylvania,Combined Ages,Combined Gender,215.3617646
All classes,2013,Rhode Island,Combined Ages,Combined Gender,899.5516037
All other,2013,Rhode Island,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,Rhode Island,Combined Ages,Combined Gender,95.66557871
Fluoroquinolones,2013,Rhode Island,Combined Ages,Combined Gender,118.3091155
Macrolides,2013,Rhode Island,Combined Ages,Combined Gender,178.9745328
Penicillins,2013,Rhode Island,Combined Ages,Combined Gender,202.3635549
All classes,2013,South Carolina,Combined Ages,Combined Gender,964.7412964
All other,2013,South Carolina,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,South Carolina,Combined Ages,Combined Gender,131.5260642
Fluoroquinolones,2013,South Carolina,Combined Ages,Combined Gender,129.213645
Macrolides,2013,South Carolina,Combined Ages,Combined Gender,184.5637708
Penicillins,2013,South Carolina,Combined Ages,Combined Gender,203.8662897
All classes,2013,South Dakota,Combined Ages,Combined Gender,893.2676491
All other,2013,South Dakota,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,South Dakota,Combined Ages,Combined Gender,158.0733995
Fluoroquinolones,2013,South Dakota,Combined Ages,Combined Gender,97.27353905
Macrolides,2013,South Dakota,Combined Ages,Combined Gender,174.7185249
Penicillins,2013,South Dakota,Combined Ages,Combined Gender,181.5008693
All classes,2013,Tennessee,Combined Ages,Combined Gender,1189.570492
All other,2013,Tennessee,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,Tennessee,Combined Ages,Combined Gender,176.6249727
Fluoroquinolones,2013,Tennessee,Combined Ages,Combined Gender,159.8156102
Macrolides,2013,Tennessee,Combined Ages,Combined Gender,215.1911519
Penicillins,2013,Tennessee,Combined Ages,Combined Gender,228.7731815
All classes,2013,Texas,Combined Ages,Combined Gender,915.8735981
All other,2013,Texas,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,Texas,Combined Ages,Combined Gender,135.3305054
Fluoroquinolones,2013,Texas,Combined Ages,Combined Gender,111.8196559
Macrolides,2013,Texas,Combined Ages,Combined Gender,179.1198461
Penicillins,2013,Texas,Combined Ages,Combined Gender,205.3288144
All classes,2013,Utah,Combined Ages,Combined Gender,812.5012583
All other,2013,Utah,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,Utah,Combined Ages,Combined Gender,127.4232763
Fluoroquinolones,2013,Utah,Combined Ages,Combined Gender,72.17179214
Macrolides,2013,Utah,Combined Ages,Combined Gender,141.7089817
Penicillins,2013,Utah,Combined Ages,Combined Gender,217.298262
All classes,2013,Vermont,Combined Ages,Combined Gender,656.0934985
All other,2013,Vermont,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,Vermont,Combined Ages,Combined Gender,83.73178805
Fluoroquinolones,2013,Vermont,Combined Ages,Combined Gender,68.2339297
Macrolides,2013,Vermont,Combined Ages,Combined Gender,121.7780348
Penicillins,2013,Vermont,Combined Ages,Combined Gender,159.8195755
All classes,2013,Virginia,Combined Ages,Combined Gender,833.3582323
All other,2013,Virginia,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,Virginia,Combined Ages,Combined Gender,123.8884097
Fluoroquinolones,2013,Virginia,Combined Ages,Combined Gender,98.7409836
Macrolides,2013,Virginia,Combined Ages,Combined Gender,153.0506418
Penicillins,2013,Virginia,Combined Ages,Combined Gender,187.0522524
All classes,2013,Washington,Combined Ages,Combined Gender,608.4052106
All other,2013,Washington,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,Washington,Combined Ages,Combined Gender,81.35186963
Fluoroquinolones,2013,Washington,Combined Ages,Combined Gender,63.13147662
Macrolides,2013,Washington,Combined Ages,Combined Gender,111.4265125
Penicillins,2013,Washington,Combined Ages,Combined Gender,131.114981
All classes,2013,West Virginia,Combined Ages,Combined Gender,1274.031911
All other,2013,West Virginia,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,West Virginia,Combined Ages,Combined Gender,208.9856198
Fluoroquinolones,2013,West Virginia,Combined Ages,Combined Gender,165.4842239
Macrolides,2013,West Virginia,Combined Ages,Combined Gender,228.6918232
Penicillins,2013,West Virginia,Combined Ages,Combined Gender,260.3469043
All classes,2013,Wisconsin,Combined Ages,Combined Gender,747.651325
All other,2013,Wisconsin,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,Wisconsin,Combined Ages,Combined Gender,89.05015242
Fluoroquinolones,2013,Wisconsin,Combined Ages,Combined Gender,79.3015823
Macrolides,2013,Wisconsin,Combined Ages,Combined Gender,140.0623965
Penicillins,2013,Wisconsin,Combined Ages,Combined Gender,175.7040237
All classes,2013,Wyoming,Combined Ages,Combined Gender,787.9118622
All other,2013,Wyoming,Combined Ages,Combined Gender,Insufficient Data
Cephalosporins,2013,Wyoming,Combined Ages,Combined Gender,112.6997221
Fluoroquinolones,2013,Wyoming,Combined Ages,Combined Gender,73.9389736
Macrolides,2013,Wyoming,Combined Ages,Combined Gender,166.3843333
Penicillins,2013,Wyoming,Combined Ages,Combined Gender,173.5885588
All classes,2014,National,0-19,Combined Gender,778.3693976
B-lactams increased activity,2014,National,0-19,Combined Gender,78.83703866
Cephalosporins,2014,National,0-19,Combined Gender,137.3168517
Fluoroquinolones,2014,National,0-19,Combined Gender,9.027805993
Lincosamides,2014,National,0-19,Combined Gender,13.74434889
Macrolides,2014,National,0-19,Combined Gender,142.3439699
Other,2014,National,0-19,Combined Gender,Insufficient Data
Penicillins,2014,National,0-19,Combined Gender,292.8357161
Tetracycline,2014,National,0-19,Combined Gender,45.98613948
Trimethoprim-sulfamethoxazole,2014,National,0-19,Combined Gender,47.74424676
Urinary anti-infectives,2014,National,0-19,Combined Gender,10.07683173
All classes,2014,National,0-19,Female,829.3913903
B-lactams increased activity,2014,National,0-19,Female,Insufficient Data
Cephalosporins,2014,National,0-19,Female,Insufficient Data
Fluoroquinolones,2014,National,0-19,Female,Insufficient Data
Lincosamides,2014,National,0-19,Female,Insufficient Data
Macrolides,2014,National,0-19,Female,Insufficient Data
Other,2014,National,0-19,Female,Insufficient Data
Penicillins,2014,National,0-19,Female,Insufficient Data
Tetracycline,2014,National,0-19,Female,Insufficient Data
Trimethoprim-sulfamethoxazole,2014,National,0-19,Female,Insufficient Data
Urinary anti-infectives,2014,National,0-19,Female,Insufficient Data
All classes,2014,National,0-19,Male,728.3899638
B-lactams increased activity,2014,National,0-19,Male,Insufficient Data
Cephalosporins,2014,National,0-19,Male,Insufficient Data
Fluoroquinolones,2014,National,0-19,Male,Insufficient Data
Lincosamides,2014,National,0-19,Male,Insufficient Data
Other,2014,National,0-19,Male,Insufficient Data
Penicillins,2014,National,0-19,Male,Insufficient Data
Tetracycline,2014,National,0-19,Male,Insufficient Data
Trimethoprim-sulfamethoxazole,2014,National,0-19,Male,Insufficient Data
Urinary anti-infectives,2014,National,0-19,Male,Insufficient Data
All classes,2014,National,20+,Combined Gender,837.5099118
All other,2015,Wyoming,Combined Ages,Combined Gender,Insufficient Data
B-lactams increased activity,2014,National,20+,Combined Gender,70.61024237
Cephalosporins,2014,National,20+,Combined Gender,100.8560949
Fluoroquinolones,2014,National,20+,Combined Gender,133.186792
Lincosamides,2014,National,20+,Combined Gender,34.71902745
Macrolides,2014,National,20+,Combined Gender,154.7899234
Other,2014,National,20+,Combined Gender,2.119024582
Penicillins,2014,National,20+,Combined Gender,151.4159373
Tetracycline,2014,National,20+,Combined Gender,68.80282334
Trimethoprim-sulfamethoxazole,2014,National,20+,Combined Gender,71.06548061
Urinary anti-infectives,2014,National,20+,Combined Gender,49.9445659
All classes,2014,National,20+,Female,1039.37911
B-lactams increased activity,2014,National,20+,Female,Insufficient Data
Cephalosporins,2014,National,20+,Female,Insufficient Data
Fluoroquinolones,2014,National,20+,Female,Insufficient Data
Lincosamides,2014,National,20+,Female,Insufficient Data
Macrolides,2014,National,20+,Female,Insufficient Data
Other,2014,National,20+,Female,Insufficient Data
Penicillins,2014,National,20+,Female,Insufficient Data
Tetracycline,2014,National,20+,Female,Insufficient Data
Trimethoprim-sulfamethoxazole,2014,National,20+,Female,Insufficient Data
Urinary anti-infectives,2014,National,20+,Female,Insufficient Data
All classes,2014,National,20+,Male,622.8574848
B-lactams increased activity,2014,National,20+,Male,Insufficient Data
Cephalosporins,2014,National,20+,Male,Insufficient Data
Fluoroquinolones,2014,National,20+,Male,Insufficient Data
Lincosamides,2014,National,20+,Male,Insufficient Data
Macrolides,2014,National,20+,Male,Insufficient Data
Other,2014,National,20+,Male,Insufficient Data
Penicillins,2014,National,20+,Male,Insufficient Data
Tetracycline,2014,National,20+,Male,Insufficient Data
Trimethoprim-sulfamethoxazole,2014,National,20+,Male,Insufficient Data
Urinary anti-infectives,2014,National,20+,Male,Insufficient Data
All classes,2014,National,Combined Ages,Combined Gender,834.6770628
B-lactams increased activity,2014,National,Combined Ages,Combined Gender,73.79803102
Cephalosporins,2014,National,Combined Ages,Combined Gender,111.8542517
Fluoroquinolones,2014,National,Combined Ages,Combined Gender,102.7395668
Lincosamides,2014,National,Combined Ages,Combined Gender,29.80842808
Macrolides,2014,National,Combined Ages,Combined Gender,153.8239306
Other,2014,National,Combined Ages,Combined Gender,1.717088017
Penicillins,2014,National,Combined Ages,Combined Gender,190.5064118
Tetracycline,2014,National,Combined Ages,Combined Gender,64.06100786
Trimethoprim-sulfamethoxazole,2014,National,Combined Ages,Combined Gender,66.00603466
Urinary anti-infectives,2014,National,Combined Ages,Combined Gender,40.36231216
All classes,2014,National,Combined Ages,Female,998.8825143
B-lactams increased activity,2014,National,Combined Ages,Female,82.60557582
Cephalosporins,2014,National,Combined Ages,Female,127.5970718
Fluoroquinolones,2014,National,Combined Ages,Female,131.1704956
Lincosamides,2014,National,Combined Ages,Female,35.15258966
Macrolides,2014,National,Combined Ages,Female,184.4302606
Other,2014,National,Combined Ages,Female,1.913026751
Penicillins,2014,National,Combined Ages,Female,208.5599402
Tetracycline,2014,National,Combined Ages,Female,73.71209306
Trimethoprim-sulfamethoxazole,2014,National,Combined Ages,Female,82.39540827
Urinary anti-infectives,2014,National,Combined Ages,Female,71.34605252
All classes,2014,National,Combined Ages,Male,658.8751299
B-lactams increased activity,2014,National,Combined Ages,Male,64.14019788
Cephalosporins,2014,National,Combined Ages,Male,94.74757384
Fluoroquinolones,2014,National,Combined Ages,Male,72.65156955
Lincosamides,2014,National,Combined Ages,Male,24.01611507
Macrolides,2014,National,Combined Ages,Male,121.0960003
Other,2014,National,Combined Ages,Male,1.49957817
Penicillins,2014,National,Combined Ages,Male,170.4374879
Tetracycline,2014,National,Combined Ages,Male,53.61139924
