Phenotype,UnitedStates,EventType,EventYear,AgeCategory,NumberTested,NumberResistant,PercentResistant,Lower95CI,Upper95CI
E. faecium R* to daptomycin,National,SSI,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R* to daptomycin,National,SSI,2014,19-64,182,8,4.4,2,8.1
E. faecium R* to daptomycin,National,SSI,2014,65+,181,10,5.5,2.8,9.6
E. faecium R* to daptomycin,National,SSI,2014,All Ages,365,18,4.9,3,7.5
E. faecium R* to daptomycin,National,SSI,All Years,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R* to daptomycin,National,SSI,All Years, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R* to daptomycin,National,SSI,All Years,19-64,568,23,4,2.6,5.9
E. faecium R* to daptomycin,National,SSI,All Years,65+,533,32,6,4.2,8.2
E. faecium R* to daptomycin,National,SSI,All Years,All Ages,1110,55,5,3.7,6.3
E. faecium R to vancomycin,National,All HAIs,2011,<1,24,12,50,30.5,69.4
E. faecium R to vancomycin,National,All HAIs,2011, 1-18,62,45,72.6,60.5,82.5
E. faecium R to vancomycin,National,All HAIs,2011,19-64,1229,1001,81.4,79.2,83.5
E. faecium R to vancomycin,National,All HAIs,2011,65+,1147,925,80.6,78.2,82.8
E. faecium R to vancomycin,National,All HAIs,2011,All Ages,2462,1983,80.5,78.9,82
E. faecium R to vancomycin,National,All HAIs,2012,<1,29,17,58.6,40.2,75.3
E. faecium R to vancomycin,National,All HAIs,2012, 1-18,67,43,64.2,52.2,74.9
E. faecium R to vancomycin,National,All HAIs,2012,19-64,1805,1395,77.3,75.3,79.1
E. faecium R to vancomycin,National,All HAIs,2012,65+,1763,1372,77.8,75.8,79.7
E. faecium R to vancomycin,National,All HAIs,2012,All Ages,3664,2827,77.2,75.7,78.4
E. faecium R to vancomycin,National,All HAIs,2013,<1,26,9,34.6,18.3,54.1
E. faecium R to vancomycin,National,All HAIs,2013, 1-18,67,39,58.2,46.1,69.5
E. faecium R to vancomycin,National,All HAIs,2013,19-64,2002,1542,77,75.1,78.8
E. faecium R to vancomycin,National,All HAIs,2013,65+,1985,1563,78.7,76.8,80.4
E. faecium R to vancomycin,National,All HAIs,2013,All Ages,4080,3153,77.3,75.9,78.5
E. faecium R to vancomycin,National,All HAIs,2014,<1,24,8,33.3,16.8,53.6
E. faecium R to vancomycin,National,All HAIs,2014, 1-18,53,23,43.4,30.5,56.9
E. faecium R to vancomycin,National,All HAIs,2014,19-64,2119,1592,75.1,73.2,76.9
E. faecium R to vancomycin,National,All HAIs,2014,65+,1894,1468,77.5,75.5,79.3
E. faecium R to vancomycin,National,All HAIs,2014,All Ages,4090,3091,75.6,74.2,76.8
E. faecium R to vancomycin,National,All HAIs,All Years,<1,103,46,44.7,35.2,54.3
E. faecium R to vancomycin,National,All HAIs,All Years, 1-18,249,150,60.2,54,66.1
E. faecium R to vancomycin,National,All HAIs,All Years,19-64,7155,5530,77.3,76.3,78.2
E. faecium R to vancomycin,National,All HAIs,All Years,65+,6789,5328,78.5,77.4,79.4
E. faecium R to vancomycin,National,All HAIs,All Years,All Ages,14296,11054,77.3,76.6,78
E. faecium R to vancomycin,National,CAUTI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R to vancomycin,National,CAUTI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R to vancomycin,National,CAUTI,2011,19-64,241,205,85.1,80.1,89.1
E. faecium R to vancomycin,National,CAUTI,2011,65+,331,274,82.8,78.4,86.5
E. faecium R to vancomycin,National,CAUTI,2011,All Ages,575,482,83.8,80.6,86.6
E. faecium R to vancomycin,National,CAUTI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R to vancomycin,National,CAUTI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R to vancomycin,National,CAUTI,2012,19-64,538,479,89,86.1,91.4
E. faecium R to vancomycin,National,CAUTI,2012,65+,556,462,83.1,79.8,86
E. faecium R to vancomycin,National,CAUTI,2012,All Ages,1109,954,86,83.8,87.9
E. faecium R to vancomycin,National,CAUTI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R to vancomycin,National,CAUTI,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R to vancomycin,National,CAUTI,2013,19-64,566,486,85.9,82.8,88.5
E. faecium R to vancomycin,National,CAUTI,2013,65+,638,553,86.7,83.8,89.1
E. faecium R to vancomycin,National,CAUTI,2013,All Ages,1211,1044,86.2,84.1,88
E. faecium R to vancomycin,National,CAUTI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R to vancomycin,National,CAUTI,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R to vancomycin,National,CAUTI,2014,19-64,588,507,86.2,83.2,88.8
E. faecium R to vancomycin,National,CAUTI,2014,65+,572,481,84.1,80.9,86.9
E. faecium R to vancomycin,National,CAUTI,2014,All Ages,1164,991,85.1,83,87
E. faecium R to vancomycin,National,CAUTI,All Years,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R to vancomycin,National,CAUTI,All Years, 1-18,21,16,76.2,54.8,90.7
E. faecium R to vancomycin,National,CAUTI,All Years,19-64,1933,1677,86.8,85.1,88.2
E. faecium R to vancomycin,National,CAUTI,All Years,65+,2097,1770,84.4,82.8,85.9
E. faecium R to vancomycin,National,CAUTI,All Years,All Ages,4059,3471,85.5,84.4,86.5
E. faecium R to vancomycin,National,CLABSI,2011,<1,21,9,42.9,23.3,64.2
E. faecium R to vancomycin,National,CLABSI,2011, 1-18,57,44,77.2,64.9,86.6
E. faecium R to vancomycin,National,CLABSI,2011,19-64,791,677,85.6,83,87.9
E. faecium R to vancomycin,National,CLABSI,2011,65+,615,513,83.4,80.3,86.1
E. faecium R to vancomycin,National,CLABSI,2011,All Ages,1484,1243,83.8,81.8,85.5
E. faecium R to vancomycin,National,CLABSI,2012,<1,24,14,58.3,38.2,76.5
E. faecium R to vancomycin,National,CLABSI,2012, 1-18,49,30,61.2,47.1,74
E. faecium R to vancomycin,National,CLABSI,2012,19-64,728,606,83.2,80.3,85.8
E. faecium R to vancomycin,National,CLABSI,2012,65+,673,578,85.9,83,88.3
E. faecium R to vancomycin,National,CLABSI,2012,All Ages,1474,1228,83.3,81.3,85.1
E. faecium R to vancomycin,National,CLABSI,2013,<1,23,7,30.4,14.3,51.1
E. faecium R to vancomycin,National,CLABSI,2013, 1-18,53,33,62.3,48.7,74.5
E. faecium R to vancomycin,National,CLABSI,2013,19-64,838,710,84.7,82.1,87
E. faecium R to vancomycin,National,CLABSI,2013,65+,742,624,84.1,81.3,86.5
E. faecium R to vancomycin,National,CLABSI,2013,All Ages,1656,1374,83,81.1,84.7
E. faecium R to vancomycin,National,CLABSI,2014,<1,22,7,31.8,15.1,53
E. faecium R to vancomycin,National,CLABSI,2014, 1-18,41,18,43.9,29.3,59.2
E. faecium R to vancomycin,National,CLABSI,2014,19-64,870,735,84.5,81.9,86.7
E. faecium R to vancomycin,National,CLABSI,2014,65+,706,588,83.3,80.3,85.9
E. faecium R to vancomycin,National,CLABSI,2014,All Ages,1639,1348,82.2,80.3,84
E. faecium R to vancomycin,National,CLABSI,All Years,<1,90,37,41.1,31.3,51.4
E. faecium R to vancomycin,National,CLABSI,All Years, 1-18,200,125,62.5,55.6,69
E. faecium R to vancomycin,National,CLABSI,All Years,19-64,3227,2728,84.5,83.2,85.7
E. faecium R to vancomycin,National,CLABSI,All Years,65+,2736,2303,84.2,82.7,85.5
E. faecium R to vancomycin,National,CLABSI,All Years,All Ages,6253,5193,83,82.1,83.9
E. faecium R to vancomycin,National,SSI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R to vancomycin,National,SSI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R to vancomycin,National,SSI,2011,19-64,197,119,60.4,53.4,67
E. faecium R to vancomycin,National,SSI,2011,65+,201,138,68.7,61.9,74.7
E. faecium R to vancomycin,National,SSI,2011,All Ages,403,258,64,59.2,68.5
E. faecium R to vancomycin,National,SSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R to vancomycin,National,SSI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R to vancomycin,National,SSI,2012,19-64,539,310,57.5,53.3,61.6
E. faecium R to vancomycin,National,SSI,2012,65+,534,332,62.2,57.9,66.2
E. faecium R to vancomycin,National,SSI,2012,All Ages,1081,645,59.7,56.7,62.5
E. faecium R to vancomycin,National,SSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R to vancomycin,National,SSI,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R to vancomycin,National,SSI,2013,19-64,598,346,57.9,53.8,61.7
E. faecium R to vancomycin,National,SSI,2013,65+,605,386,63.8,59.9,67.5
E. faecium R to vancomycin,National,SSI,2013,All Ages,1213,735,60.6,57.8,63.3
E. faecium R to vancomycin,National,SSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R to vancomycin,National,SSI,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R to vancomycin,National,SSI,2014,19-64,661,350,53,49.1,56.7
E. faecium R to vancomycin,National,SSI,2014,65+,616,399,64.8,60.9,68.4
E. faecium R to vancomycin,National,SSI,2014,All Ages,1287,752,58.4,55.7,61.1
E. faecium R to vancomycin,National,SSI,All Years,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E. faecium R to vancomycin,National,SSI,All Years, 1-18,28,9,32.1,16.9,50.8
E. faecium R to vancomycin,National,SSI,All Years,19-64,1995,1125,56.4,54.2,58.5
E. faecium R to vancomycin,National,SSI,All Years,65+,1956,1255,64.2,62,66.2
E. faecium R to vancomycin,National,SSI,All Years,All Ages,3984,2390,60,58.4,61.5
E.coli MDR,National,All HAIs,2011,<1,205,6,2.9,1.1,5.9
E.coli MDR,National,All HAIs,2011, 1-18,208,13,6.3,3.5,10.1
E.coli MDR,National,All HAIs,2011,19-64,3171,182,5.7,4.9,6.5
E.coli MDR,National,All HAIs,2011,65+,3208,231,7.2,6.3,8.1
E.coli MDR,National,All HAIs,2011,All Ages,6792,432,6.4,5.7,6.9
E.coli MDR,National,All HAIs,2012,<1,213,4,1.9,0.5,4.4
E.coli MDR,National,All HAIs,2012, 1-18,361,22,6.1,3.9,8.9
E.coli MDR,National,All HAIs,2012,19-64,7680,484,6.3,5.7,6.8
E.coli MDR,National,All HAIs,2012,65+,7109,511,7.2,6.6,7.8
E.coli MDR,National,All HAIs,2012,All Ages,15363,1021,6.6,6.2,7
E.coli MDR,National,All HAIs,2013,<1,229,25,10.9,7.3,15.4
E.coli MDR,National,All HAIs,2013, 1-18,382,11,2.9,1.5,4.9
E.coli MDR,National,All HAIs,2013,19-64,8766,689,7.9,7.3,8.4
E.coli MDR,National,All HAIs,2013,65+,7779,682,8.8,8.1,9.4
E.coli MDR,National,All HAIs,2013,All Ages,17156,1407,8.2,7.7,8.6
E.coli MDR,National,All HAIs,2014,<1,247,7,2.8,1.2,5.5
E.coli MDR,National,All HAIs,2014, 1-18,474,29,6.1,4.2,8.5
E.coli MDR,National,All HAIs,2014,19-64,9266,707,7.6,7.1,8.1
E.coli MDR,National,All HAIs,2014,65+,7990,695,8.7,8,9.3
E.coli MDR,National,All HAIs,2014,All Ages,17977,1438,8,7.6,8.4
E.coli MDR,National,All HAIs,All Years,<1,894,42,4.7,3.4,6.2
E.coli MDR,National,All HAIs,All Years, 1-18,1425,75,5.3,4.1,6.5
E.coli MDR,National,All HAIs,All Years,19-64,28883,2062,7.1,6.8,7.4
E.coli MDR,National,All HAIs,All Years,65+,26086,2119,8.1,7.7,8.4
E.coli MDR,National,All HAIs,All Years,All Ages,57288,4298,7.5,7.2,7.7
E.coli MDR,National,CAUTI,2011,<1,28,1,3.6,0.1,16.3
E.coli MDR,National,CAUTI,2011, 1-18,88,4,4.5,1.4,10.5
E.coli MDR,National,CAUTI,2011,19-64,1834,87,4.7,3.8,5.7
E.coli MDR,National,CAUTI,2011,65+,2310,143,6.2,5.2,7.2
E.coli MDR,National,CAUTI,2011,All Ages,4260,235,5.5,4.8,6.2
E.coli MDR,National,CAUTI,2012,<1,24,2,8.3,1.4,24.8
E.coli MDR,National,CAUTI,2012, 1-18,167,6,3.6,1.4,7.3
E.coli MDR,National,CAUTI,2012,19-64,4289,246,5.7,5,6.4
E.coli MDR,National,CAUTI,2012,65+,5031,334,6.6,5.9,7.3
E.coli MDR,National,CAUTI,2012,All Ages,9511,588,6.2,5.7,6.6
E.coli MDR,National,CAUTI,2013,<1,33,5,15.2,5.7,30.4
E.coli MDR,National,CAUTI,2013, 1-18,161,4,2.5,0.7,5.8
E.coli MDR,National,CAUTI,2013,19-64,4593,360,7.8,7,8.6
E.coli MDR,National,CAUTI,2013,65+,5133,437,8.5,7.7,9.3
E.coli MDR,National,CAUTI,2013,All Ages,9920,806,8.1,7.5,8.6
E.coli MDR,National,CAUTI,2014,<1,35,1,2.9,0.1,13.2
E.coli MDR,National,CAUTI,2014, 1-18,200,9,4.5,2.2,8
E.coli MDR,National,CAUTI,2014,19-64,4719,369,7.8,7,8.6
E.coli MDR,National,CAUTI,2014,65+,5225,438,8.4,7.6,9.1
E.coli MDR,National,CAUTI,2014,All Ages,10179,817,8,7.5,8.5
E.coli MDR,National,CAUTI,All Years,<1,120,9,7.5,3.7,13.3
E.coli MDR,National,CAUTI,All Years, 1-18,616,23,3.7,2.4,5.4
E.coli MDR,National,CAUTI,All Years,19-64,15435,1062,6.9,6.4,7.2
E.coli MDR,National,CAUTI,All Years,65+,17699,1352,7.6,7.2,8
E.coli MDR,National,CAUTI,All Years,All Ages,33870,2446,7.2,6.9,7.5
E.coli MDR,National,CLABSI,2011,<1,167,4,2.4,0.7,5.6
E.coli MDR,National,CLABSI,2011, 1-18,71,7,9.9,4.4,18.5
E.coli MDR,National,CLABSI,2011,19-64,369,42,11.4,8.4,14.9
E.coli MDR,National,CLABSI,2011,65+,256,43,16.8,12.5,21.7
E.coli MDR,National,CLABSI,2011,All Ages,863,96,11.1,9.1,13.3
E.coli MDR,National,CLABSI,2012,<1,171,2,1.2,0.1,3.8
E.coli MDR,National,CLABSI,2012, 1-18,74,6,8.1,3.3,16
E.coli MDR,National,CLABSI,2012,19-64,487,80,16.4,13.3,19.9
E.coli MDR,National,CLABSI,2012,65+,333,58,17.4,13.6,21.7
E.coli MDR,National,CLABSI,2012,All Ages,1065,146,13.7,11.7,15.8
E.coli MDR,National,CLABSI,2013,<1,179,19,10.6,6.7,15.7
E.coli MDR,National,CLABSI,2013, 1-18,98,5,5.1,1.8,10.9
E.coli MDR,National,CLABSI,2013,19-64,634,108,17,14.2,20.1
E.coli MDR,National,CLABSI,2013,65+,452,73,16.2,12.9,19.7
E.coli MDR,National,CLABSI,2013,All Ages,1363,205,15,13.2,17
E.coli MDR,National,CLABSI,2014,<1,188,6,3.2,1.3,6.5
E.coli MDR,National,CLABSI,2014, 1-18,115,16,13.9,8.4,21.1
E.coli MDR,National,CLABSI,2014,19-64,721,122,16.9,14.3,19.7
E.coli MDR,National,CLABSI,2014,65+,432,61,14.1,11,17.6
E.coli MDR,National,CLABSI,2014,All Ages,1456,205,14.1,12.3,15.9
E.coli MDR,National,CLABSI,All Years,<1,705,31,4.4,3,6.1
E.coli MDR,National,CLABSI,All Years, 1-18,358,34,9.5,6.7,12.8
E.coli MDR,National,CLABSI,All Years,19-64,2211,352,15.9,14.4,17.4
E.coli MDR,National,CLABSI,All Years,65+,1473,235,16,14.1,17.8
E.coli MDR,National,CLABSI,All Years,All Ages,4747,652,13.7,12.7,14.7
E.coli MDR,National,SSI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,National,SSI,2011, 1-18,49,2,4.1,0.6,12.8
E.coli MDR,National,SSI,2011,19-64,968,53,5.5,4.1,7
E.coli MDR,National,SSI,2011,65+,642,45,7,5.2,9.1
E.coli MDR,National,SSI,2011,All Ages,1669,101,6.1,4.9,7.2
E.coli MDR,National,SSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,National,SSI,2012, 1-18,120,10,8.3,4.3,14.3
E.coli MDR,National,SSI,2012,19-64,2904,158,5.4,4.6,6.3
E.coli MDR,National,SSI,2012,65+,1745,119,6.8,5.7,8
E.coli MDR,National,SSI,2012,All Ages,4787,287,6,5.3,6.6
E.coli MDR,National,SSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,National,SSI,2013, 1-18,123,2,1.6,0.2,5.2
E.coli MDR,National,SSI,2013,19-64,3539,221,6.2,5.4,7
E.coli MDR,National,SSI,2013,65+,2194,172,7.8,6.7,9
E.coli MDR,National,SSI,2013,All Ages,5873,396,6.7,6.1,7.4
E.coli MDR,National,SSI,2014,<1,24,0,0,0,11.7
E.coli MDR,National,SSI,2014, 1-18,159,4,2.5,0.8,5.9
E.coli MDR,National,SSI,2014,19-64,3826,216,5.6,4.9,6.4
E.coli MDR,National,SSI,2014,65+,2333,196,8.4,7.3,9.5
E.coli MDR,National,SSI,2014,All Ages,6342,416,6.6,5.9,7.1
E.coli MDR,National,SSI,All Years,<1,69,2,2.9,0.4,9.2
E.coli MDR,National,SSI,All Years, 1-18,451,18,4,2.4,6.1
E.coli MDR,National,SSI,All Years,19-64,11237,648,5.8,5.3,6.2
E.coli MDR,National,SSI,All Years,65+,6914,532,7.7,7,8.3
E.coli MDR,National,SSI,All Years,All Ages,18671,1200,6.4,6,6.7
E.coli R to carbapenems,National,All HAIs,2011,<1,171,1,0.6,0,2.8
E.coli R to carbapenems,National,All HAIs,2011, 1-18,164,2,1.2,0.2,3.9
E.coli R to carbapenems,National,All HAIs,2011,19-64,2473,14,0.6,0.3,0.9
E.coli R to carbapenems,National,All HAIs,2011,65+,2501,35,1.4,0.9,1.9
E.coli R to carbapenems,National,All HAIs,2011,All Ages,5309,52,1,0.7,1.2
E.coli R to carbapenems,National,All HAIs,2012,<1,174,0,0,0,1.7
E.coli R to carbapenems,National,All HAIs,2012, 1-18,289,3,1,0.2,2.7
E.coli R to carbapenems,National,All HAIs,2012,19-64,6155,30,0.5,0.3,0.6
E.coli R to carbapenems,National,All HAIs,2012,65+,5657,44,0.8,0.5,1
E.coli R to carbapenems,National,All HAIs,2012,All Ages,12275,77,0.6,0.4,0.7
E.coli R to carbapenems,National,All HAIs,2013,<1,182,4,2.2,0.7,5.2
E.coli R to carbapenems,National,All HAIs,2013, 1-18,288,1,0.3,0,1.7
E.coli R to carbapenems,National,All HAIs,2013,19-64,6860,56,0.8,0.6,1
E.coli R to carbapenems,National,All HAIs,2013,65+,6147,49,0.8,0.5,1
E.coli R to carbapenems,National,All HAIs,2013,All Ages,13477,110,0.8,0.6,0.9
E.coli R to carbapenems,National,All HAIs,2014,<1,193,0,0,0,1.5
E.coli R to carbapenems,National,All HAIs,2014, 1-18,359,0,0,0,0.8
E.coli R to carbapenems,National,All HAIs,2014,19-64,7090,37,0.5,0.3,0.7
E.coli R to carbapenems,National,All HAIs,2014,65+,6295,46,0.7,0.5,0.9
E.coli R to carbapenems,National,All HAIs,2014,All Ages,13937,83,0.6,0.4,0.7
E.coli R to carbapenems,National,All HAIs,All Years,<1,720,5,0.7,0.2,1.5
E.coli R to carbapenems,National,All HAIs,All Years, 1-18,1100,6,0.5,0.2,1.1
E.coli R to carbapenems,National,All HAIs,All Years,19-64,22578,137,0.6,0.5,0.7
E.coli R to carbapenems,National,All HAIs,All Years,65+,20600,174,0.8,0.7,0.9
E.coli R to carbapenems,National,All HAIs,All Years,All Ages,44998,322,0.7,0.6,0.7
E.coli R to carbapenems,National,CAUTI,2011,<1,22,0,0,0,12.7
E.coli R to carbapenems,National,CAUTI,2011, 1-18,66,0,0,0,4.4
E.coli R to carbapenems,National,CAUTI,2011,19-64,1361,10,0.7,0.3,1.3
E.coli R to carbapenems,National,CAUTI,2011,65+,1771,28,1.6,1,2.2
E.coli R to carbapenems,National,CAUTI,2011,All Ages,3220,38,1.2,0.8,1.5
E.coli R to carbapenems,National,CAUTI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli R to carbapenems,National,CAUTI,2012, 1-18,129,1,0.8,0,3.7
E.coli R to carbapenems,National,CAUTI,2012,19-64,3385,15,0.4,0.2,0.7
E.coli R to carbapenems,National,CAUTI,2012,65+,3948,23,0.6,0.3,0.8
E.coli R to carbapenems,National,CAUTI,2012,All Ages,7480,39,0.5,0.3,0.7
E.coli R to carbapenems,National,CAUTI,2013,<1,23,0,0,0,12.2
E.coli R to carbapenems,National,CAUTI,2013, 1-18,113,1,0.9,0,4.2
E.coli R to carbapenems,National,CAUTI,2013,19-64,3543,26,0.7,0.4,1
E.coli R to carbapenems,National,CAUTI,2013,65+,4000,32,0.8,0.5,1.1
E.coli R to carbapenems,National,CAUTI,2013,All Ages,7679,59,0.8,0.5,0.9
E.coli R to carbapenems,National,CAUTI,2014,<1,23,0,0,0,12.2
E.coli R to carbapenems,National,CAUTI,2014, 1-18,138,0,0,0,2.1
E.coli R to carbapenems,National,CAUTI,2014,19-64,3541,16,0.5,0.2,0.7
E.coli R to carbapenems,National,CAUTI,2014,65+,4054,31,0.8,0.5,1
E.coli R to carbapenems,National,CAUTI,2014,All Ages,7756,47,0.6,0.4,0.7
E.coli R to carbapenems,National,CAUTI,All Years,<1,86,0,0,0,3.4
E.coli R to carbapenems,National,CAUTI,All Years, 1-18,446,2,0.4,0,1.4
E.coli R to carbapenems,National,CAUTI,All Years,19-64,11830,67,0.6,0.4,0.7
E.coli R to carbapenems,National,CAUTI,All Years,65+,13773,114,0.8,0.6,0.9
E.coli R to carbapenems,National,CAUTI,All Years,All Ages,26135,183,0.7,0.6,0.8
E.coli R to carbapenems,National,CLABSI,2011,<1,144,0,0,0,2
E.coli R to carbapenems,National,CLABSI,2011, 1-18,62,2,3.2,0.5,10.2
E.coli R to carbapenems,National,CLABSI,2011,19-64,332,1,0.3,0,1.4
E.coli R to carbapenems,National,CLABSI,2011,65+,211,4,1.9,0.6,4.5
E.coli R to carbapenems,National,CLABSI,2011,All Ages,749,7,0.9,0.4,1.8
E.coli R to carbapenems,National,CLABSI,2012,<1,144,0,0,0,2
E.coli R to carbapenems,National,CLABSI,2012, 1-18,68,1,1.5,0,7
E.coli R to carbapenems,National,CLABSI,2012,19-64,420,4,1,0.3,2.2
E.coli R to carbapenems,National,CLABSI,2012,65+,280,5,1.8,0.6,3.9
E.coli R to carbapenems,National,CLABSI,2012,All Ages,912,10,1.1,0.5,1.9
E.coli R to carbapenems,National,CLABSI,2013,<1,144,4,2.8,0.8,6.5
E.coli R to carbapenems,National,CLABSI,2013, 1-18,84,0,0,0,3.5
