Phenotype,Region,EventType,EventYear,AgeCategory,NumberTested,NumberResistant,PercentResistant,Lower95CI,Upper95CI
E.coli MDR,New_England,CLABSI,All Years,19-64,89,15,16.9,10.1,25.7
E.coli MDR,New_England,CLABSI,All Years,65+,55,8,14.5,6.9,25.7
E.coli MDR,New_England,CLABSI,All Years,All Ages,180,25,13.9,9.3,19.5
E.coli MDR,New_England,SSI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,New_England,SSI,2011, 1-18,(0),None Tested,Not Defined,Not Defined,Not Defined
E.coli MDR,New_England,SSI,2011,19-64,24,0,0,0,11.7
E.coli MDR,New_England,SSI,2011,65+,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,New_England,SSI,2011,All Ages,36,1,2.8,0.1,12.9
E.coli MDR,New_England,SSI,2012,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
E.coli MDR,New_England,SSI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,New_England,SSI,2012,19-64,130,9,6.9,3.4,12.3
E.coli MDR,New_England,SSI,2012,65+,110,6,5.5,2.2,10.9
E.coli MDR,New_England,SSI,2012,All Ages,241,15,6.2,3.6,9.8
E.coli MDR,New_England,SSI,2013,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
E.coli MDR,New_England,SSI,2013, 1-18,(0),None Tested,Not Defined,Not Defined,Not Defined
E.coli MDR,New_England,SSI,2013,19-64,149,5,3.4,1.2,7.2
E.coli MDR,New_England,SSI,2013,65+,94,1,1.1,0,5.1
E.coli MDR,New_England,SSI,2013,All Ages,243,6,2.5,1,5
E.coli MDR,New_England,SSI,2014,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
E.coli MDR,New_England,SSI,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,New_England,SSI,2014,19-64,162,8,4.9,2.3,9.1
E.coli MDR,New_England,SSI,2014,65+,131,8,6.1,2.8,11.2
E.coli MDR,New_England,SSI,2014,All Ages,294,16,5.4,3.2,8.5
E.coli MDR,New_England,SSI,All Years,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,New_England,SSI,All Years, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,New_England,SSI,All Years,19-64,465,22,4.7,3,6.9
E.coli MDR,New_England,SSI,All Years,65+,346,16,4.6,2.7,7.2
E.coli MDR,New_England,SSI,All Years,All Ages,814,38,4.7,3.3,6.2
E.coli MDR,Pacific,All HAIs,2011,<1,29,1,3.4,0.1,15.8
E.coli MDR,Pacific,All HAIs,2011, 1-18,81,6,7.4,3,14.7
E.coli MDR,Pacific,All HAIs,2011,19-64,627,50,8,6,10.2
E.coli MDR,Pacific,All HAIs,2011,65+,467,56,12,9.2,15.1
E.coli MDR,Pacific,All HAIs,2011,All Ages,1204,113,9.4,7.8,11.1
E.coli MDR,Pacific,All HAIs,2012,<1,27,1,3.7,0.1,16.9
E.coli MDR,Pacific,All HAIs,2012, 1-18,121,6,5,2,10
E.coli MDR,Pacific,All HAIs,2012,19-64,1347,97,7.2,5.9,8.6
E.coli MDR,Pacific,All HAIs,2012,65+,1067,109,10.2,8.5,12.1
E.coli MDR,Pacific,All HAIs,2012,All Ages,2562,213,8.3,7.2,9.4
E.coli MDR,Pacific,All HAIs,2013,<1,30,7,23.3,10.8,40.7
E.coli MDR,Pacific,All HAIs,2013, 1-18,120,3,2.5,0.6,6.6
E.coli MDR,Pacific,All HAIs,2013,19-64,1603,173,10.8,9.3,12.3
E.coli MDR,Pacific,All HAIs,2013,65+,1184,143,12.1,10.3,14
E.coli MDR,Pacific,All HAIs,2013,All Ages,2937,326,11.1,10,12.2
E.coli MDR,Pacific,All HAIs,2014,<1,36,0,0,0,7.9
E.coli MDR,Pacific,All HAIs,2014, 1-18,164,11,6.7,3.5,11.3
E.coli MDR,Pacific,All HAIs,2014,19-64,1798,172,9.6,8.2,10.9
E.coli MDR,Pacific,All HAIs,2014,65+,1335,169,12.7,10.9,14.5
E.coli MDR,Pacific,All HAIs,2014,All Ages,3333,352,10.6,9.5,11.6
E.coli MDR,Pacific,All HAIs,All Years,<1,122,9,7.4,3.6,13.1
E.coli MDR,Pacific,All HAIs,All Years, 1-18,486,26,5.3,3.5,7.6
E.coli MDR,Pacific,All HAIs,All Years,19-64,5375,492,9.2,8.4,9.9
E.coli MDR,Pacific,All HAIs,All Years,65+,4053,477,11.8,10.8,12.7
E.coli MDR,Pacific,All HAIs,All Years,All Ages,10036,1004,10,9.4,10.6
E.coli MDR,Pacific,CAUTI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,Pacific,CAUTI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,Pacific,CAUTI,2011,19-64,171,15,8.8,5.1,13.7
E.coli MDR,Pacific,CAUTI,2011,65+,210,20,9.5,6,14
E.coli MDR,Pacific,CAUTI,2011,All Ages,393,35,8.9,6.3,12
E.coli MDR,Pacific,CAUTI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,Pacific,CAUTI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,Pacific,CAUTI,2012,19-64,536,27,5,3.4,7.1
E.coli MDR,Pacific,CAUTI,2012,65+,606,55,9.1,6.9,11.5
E.coli MDR,Pacific,CAUTI,2012,All Ages,1165,83,7.1,5.7,8.7
E.coli MDR,Pacific,CAUTI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,Pacific,CAUTI,2013, 1-18,20,0,0,0,13.9
E.coli MDR,Pacific,CAUTI,2013,19-64,612,67,10.9,8.6,13.6
E.coli MDR,Pacific,CAUTI,2013,65+,637,73,11.5,9.1,14.1
E.coli MDR,Pacific,CAUTI,2013,All Ages,1275,141,11.1,9.4,12.8
E.coli MDR,Pacific,CAUTI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,Pacific,CAUTI,2014, 1-18,33,0,0,0,8.6
E.coli MDR,Pacific,CAUTI,2014,19-64,718,78,10.9,8.7,13.3
E.coli MDR,Pacific,CAUTI,2014,65+,749,82,10.9,8.8,13.3
E.coli MDR,Pacific,CAUTI,2014,All Ages,1507,160,10.6,9.1,12.2
E.coli MDR,Pacific,CAUTI,All Years,<1,22,2,9.1,1.5,26.9
E.coli MDR,Pacific,CAUTI,All Years, 1-18,79,0,0,0,3.7
E.coli MDR,Pacific,CAUTI,All Years,19-64,2037,187,9.2,7.9,10.4
E.coli MDR,Pacific,CAUTI,All Years,65+,2202,230,10.4,9.2,11.7
E.coli MDR,Pacific,CAUTI,All Years,All Ages,4340,419,9.7,8.8,10.5
E.coli MDR,Pacific,CLABSI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,Pacific,CLABSI,2011, 1-18,33,4,12.1,3.9,26.6
E.coli MDR,Pacific,CLABSI,2011,19-64,100,10,10,5.1,17
E.coli MDR,Pacific,CLABSI,2011,65+,51,13,25.5,14.9,38.7
E.coli MDR,Pacific,CLABSI,2011,All Ages,203,27,13.3,9.1,18.5
E.coli MDR,Pacific,CLABSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,Pacific,CLABSI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,Pacific,CLABSI,2012,19-64,107,22,20.6,13.6,28.9
E.coli MDR,Pacific,CLABSI,2012,65+,68,17,25,15.8,36.2
E.coli MDR,Pacific,CLABSI,2012,All Ages,210,39,18.6,13.7,24.2
E.coli MDR,Pacific,CLABSI,2013,<1,22,6,27.3,11.8,48.3
E.coli MDR,Pacific,CLABSI,2013, 1-18,28,1,3.6,0.1,16.3
E.coli MDR,Pacific,CLABSI,2013,19-64,150,34,22.7,16.5,29.8
E.coli MDR,Pacific,CLABSI,2013,65+,88,18,20.5,12.9,29.8
E.coli MDR,Pacific,CLABSI,2013,All Ages,288,59,20.5,16.1,25.4
E.coli MDR,Pacific,CLABSI,2014,<1,22,0,0,0,12.7
E.coli MDR,Pacific,CLABSI,2014, 1-18,36,9,25,12.9,40.9
E.coli MDR,Pacific,CLABSI,2014,19-64,143,34,23.8,17.3,31.2
E.coli MDR,Pacific,CLABSI,2014,65+,83,13,15.7,8.9,24.6
E.coli MDR,Pacific,CLABSI,2014,All Ages,284,56,19.7,15.3,24.6
E.coli MDR,Pacific,CLABSI,All Years,<1,81,6,7.4,3,14.7
E.coli MDR,Pacific,CLABSI,All Years, 1-18,114,14,12.3,7.1,19.2
E.coli MDR,Pacific,CLABSI,All Years,19-64,500,100,20,16.6,23.6
E.coli MDR,Pacific,CLABSI,All Years,65+,290,61,21,16.6,26
E.coli MDR,Pacific,CLABSI,All Years,All Ages,985,181,18.4,16,20.8
E.coli MDR,Pacific,SSI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,Pacific,SSI,2011, 1-18,41,2,4.9,0.8,15.1
E.coli MDR,Pacific,SSI,2011,19-64,356,25,7,4.6,10
E.coli MDR,Pacific,SSI,2011,65+,206,23,11.2,7.3,16
E.coli MDR,Pacific,SSI,2011,All Ages,608,51,8.4,6.3,10.7
E.coli MDR,Pacific,SSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,Pacific,SSI,2012, 1-18,85,6,7.1,2.9,14.1
E.coli MDR,Pacific,SSI,2012,19-64,704,48,6.8,5.1,8.8
E.coli MDR,Pacific,SSI,2012,65+,393,37,9.4,6.8,12.6
E.coli MDR,Pacific,SSI,2012,All Ages,1187,91,7.7,6.2,9.2
E.coli MDR,Pacific,SSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,Pacific,SSI,2013, 1-18,72,2,2.8,0.4,8.8
E.coli MDR,Pacific,SSI,2013,19-64,841,72,8.6,6.8,10.5
E.coli MDR,Pacific,SSI,2013,65+,459,52,11.3,8.6,14.4
E.coli MDR,Pacific,SSI,2013,All Ages,1374,126,9.2,7.7,10.7
E.coli MDR,Pacific,SSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,Pacific,SSI,2014, 1-18,95,2,2.1,0.3,6.7
E.coli MDR,Pacific,SSI,2014,19-64,937,60,6.4,4.9,8.1
E.coli MDR,Pacific,SSI,2014,65+,503,74,14.7,11.8,18
E.coli MDR,Pacific,SSI,2014,All Ages,1542,136,8.8,7.4,10.3
E.coli MDR,Pacific,SSI,All Years,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,Pacific,SSI,All Years, 1-18,293,12,4.1,2.2,6.8
E.coli MDR,Pacific,SSI,All Years,19-64,2838,205,7.2,6.3,8.2
E.coli MDR,Pacific,SSI,All Years,65+,1561,186,11.9,10.3,13.5
E.coli MDR,Pacific,SSI,All Years,All Ages,4711,404,8.6,7.8,9.4
E.coli MDR,South_Atlantic,All HAIs,2011,<1,32,0,0,0,8.9
E.coli MDR,South_Atlantic,All HAIs,2011, 1-18,28,1,3.6,0.1,16.3
E.coli MDR,South_Atlantic,All HAIs,2011,19-64,548,36,6.6,4.7,8.8
E.coli MDR,South_Atlantic,All HAIs,2011,65+,549,35,6.4,4.5,8.6
E.coli MDR,South_Atlantic,All HAIs,2011,All Ages,1157,72,6.2,4.9,7.7
E.coli MDR,South_Atlantic,All HAIs,2012,<1,45,1,2.2,0.1,10.4
E.coli MDR,South_Atlantic,All HAIs,2012, 1-18,33,1,3,0.1,14
E.coli MDR,South_Atlantic,All HAIs,2012,19-64,1305,61,4.7,3.6,5.9
E.coli MDR,South_Atlantic,All HAIs,2012,65+,1248,79,6.3,5,7.7
E.coli MDR,South_Atlantic,All HAIs,2012,All Ages,2631,142,5.4,4.5,6.3
E.coli MDR,South_Atlantic,All HAIs,2013,<1,55,4,7.3,2.3,16.6
E.coli MDR,South_Atlantic,All HAIs,2013, 1-18,44,0,0,0,6.5
E.coli MDR,South_Atlantic,All HAIs,2013,19-64,1545,100,6.5,5.3,7.7
E.coli MDR,South_Atlantic,All HAIs,2013,65+,1392,104,7.5,6.1,8.9
E.coli MDR,South_Atlantic,All HAIs,2013,All Ages,3036,208,6.9,5.9,7.7
E.coli MDR,South_Atlantic,All HAIs,2014,<1,50,1,2,0.1,9.4
E.coli MDR,South_Atlantic,All HAIs,2014, 1-18,52,3,5.8,1.4,14.8
E.coli MDR,South_Atlantic,All HAIs,2014,19-64,1705,115,6.7,5.6,8
E.coli MDR,South_Atlantic,All HAIs,2014,65+,1444,116,8,6.7,9.5
E.coli MDR,South_Atlantic,All HAIs,2014,All Ages,3251,235,7.2,6.3,8.1
E.coli MDR,South_Atlantic,All HAIs,All Years,<1,182,6,3.3,1.3,6.7
E.coli MDR,South_Atlantic,All HAIs,All Years, 1-18,157,5,3.2,1.1,6.9
E.coli MDR,South_Atlantic,All HAIs,All Years,19-64,5103,312,6.1,5.4,6.7
E.coli MDR,South_Atlantic,All HAIs,All Years,65+,4633,334,7.2,6.4,7.9
E.coli MDR,South_Atlantic,All HAIs,All Years,All Ages,10075,657,6.5,6,7
E.coli MDR,South_Atlantic,CAUTI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,South_Atlantic,CAUTI,2011, 1-18,22,0,0,0,12.7
E.coli MDR,South_Atlantic,CAUTI,2011,19-64,399,22,5.5,3.5,8
E.coli MDR,South_Atlantic,CAUTI,2011,65+,426,25,5.9,3.9,8.4
E.coli MDR,South_Atlantic,CAUTI,2011,All Ages,851,47,5.5,4.1,7.2
E.coli MDR,South_Atlantic,CAUTI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,South_Atlantic,CAUTI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,South_Atlantic,CAUTI,2012,19-64,824,35,4.2,3,5.7
E.coli MDR,South_Atlantic,CAUTI,2012,65+,926,53,5.7,4.3,7.3
E.coli MDR,South_Atlantic,CAUTI,2012,All Ages,1772,88,5,4,6
E.coli MDR,South_Atlantic,CAUTI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,South_Atlantic,CAUTI,2013, 1-18,29,0,0,0,9.8
E.coli MDR,South_Atlantic,CAUTI,2013,19-64,896,56,6.3,4.8,7.9
E.coli MDR,South_Atlantic,CAUTI,2013,65+,962,66,6.9,5.3,8.5
E.coli MDR,South_Atlantic,CAUTI,2013,All Ages,1892,122,6.4,5.4,7.6
E.coli MDR,South_Atlantic,CAUTI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,South_Atlantic,CAUTI,2014, 1-18,37,3,8.1,2.1,20.5
E.coli MDR,South_Atlantic,CAUTI,2014,19-64,990,62,6.3,4.8,7.9
E.coli MDR,South_Atlantic,CAUTI,2014,65+,1008,88,8.7,7.1,10.5
E.coli MDR,South_Atlantic,CAUTI,2014,All Ages,2040,153,7.5,6.4,8.7
E.coli MDR,South_Atlantic,CAUTI,All Years,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,South_Atlantic,CAUTI,All Years, 1-18,105,3,2.9,0.7,7.5
E.coli MDR,South_Atlantic,CAUTI,All Years,19-64,3109,175,5.6,4.8,6.4
E.coli MDR,South_Atlantic,CAUTI,All Years,65+,3322,232,7,6.1,7.8
E.coli MDR,South_Atlantic,CAUTI,All Years,All Ages,6555,410,6.3,5.6,6.8
E.coli MDR,South_Atlantic,CLABSI,2011,<1,28,0,0,0,10.1
E.coli MDR,South_Atlantic,CLABSI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,South_Atlantic,CLABSI,2011,19-64,76,10,13.2,6.8,22.1
E.coli MDR,South_Atlantic,CLABSI,2011,65+,58,5,8.6,3.2,18
E.coli MDR,South_Atlantic,CLABSI,2011,All Ages,168,16,9.5,5.7,14.6
E.coli MDR,South_Atlantic,CLABSI,2012,<1,38,1,2.6,0.1,12.3
E.coli MDR,South_Atlantic,CLABSI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,South_Atlantic,CLABSI,2012,19-64,74,7,9.5,4.2,17.8
E.coli MDR,South_Atlantic,CLABSI,2012,65+,62,8,12.9,6.1,23
E.coli MDR,South_Atlantic,CLABSI,2012,All Ages,188,16,8.5,5.1,13.1
E.coli MDR,South_Atlantic,CLABSI,2013,<1,48,4,8.3,2.7,18.8
E.coli MDR,South_Atlantic,CLABSI,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,South_Atlantic,CLABSI,2013,19-64,122,13,10.7,6,17.1
E.coli MDR,South_Atlantic,CLABSI,2013,65+,82,9,11,5.4,19.1
E.coli MDR,South_Atlantic,CLABSI,2013,All Ages,258,26,10.1,6.8,14.2
E.coli MDR,South_Atlantic,CLABSI,2014,<1,44,1,2.3,0.1,10.7
E.coli MDR,South_Atlantic,CLABSI,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,South_Atlantic,CLABSI,2014,19-64,122,15,12.3,7.3,19
E.coli MDR,South_Atlantic,CLABSI,2014,65+,73,7,9.6,4.2,18
E.coli MDR,South_Atlantic,CLABSI,2014,All Ages,248,23,9.3,6.1,13.3
E.coli MDR,South_Atlantic,CLABSI,All Years,<1,158,6,3.8,1.5,7.7
E.coli MDR,South_Atlantic,CLABSI,All Years, 1-18,35,1,2.9,0.1,13.2
E.coli MDR,South_Atlantic,CLABSI,All Years,19-64,394,45,11.4,8.5,14.8
E.coli MDR,South_Atlantic,CLABSI,All Years,65+,275,29,10.5,7.3,14.6
E.coli MDR,South_Atlantic,CLABSI,All Years,All Ages,862,81,9.4,7.5,11.4
E.coli MDR,South_Atlantic,SSI,2011,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
E.coli MDR,South_Atlantic,SSI,2011, 1-18,(0),None Tested,Not Defined,Not Defined,Not Defined
E.coli MDR,South_Atlantic,SSI,2011,19-64,73,4,5.5,1.7,12.6
E.coli MDR,South_Atlantic,SSI,2011,65+,65,5,7.7,2.8,16.2
E.coli MDR,South_Atlantic,SSI,2011,All Ages,138,9,6.5,3.2,11.6
E.coli MDR,South_Atlantic,SSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,South_Atlantic,SSI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,South_Atlantic,SSI,2012,19-64,407,19,4.7,2.9,7
E.coli MDR,South_Atlantic,SSI,2012,65+,260,18,6.9,4.2,10.5
E.coli MDR,South_Atlantic,SSI,2012,All Ages,671,38,5.7,4,7.6
E.coli MDR,South_Atlantic,SSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,South_Atlantic,SSI,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,South_Atlantic,SSI,2013,19-64,527,31,5.9,4.1,8.1
E.coli MDR,South_Atlantic,SSI,2013,65+,348,29,8.3,5.7,11.5
E.coli MDR,South_Atlantic,SSI,2013,All Ages,886,60,6.8,5.2,8.5
E.coli MDR,South_Atlantic,SSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,South_Atlantic,SSI,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,South_Atlantic,SSI,2014,19-64,593,38,6.4,4.6,8.6
E.coli MDR,South_Atlantic,SSI,2014,65+,363,21,5.8,3.7,8.5
E.coli MDR,South_Atlantic,SSI,2014,All Ages,963,59,6.1,4.7,7.7
E.coli MDR,South_Atlantic,SSI,All Years,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,South_Atlantic,SSI,All Years, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,South_Atlantic,SSI,All Years,19-64,1600,92,5.8,4.6,6.9
E.coli MDR,South_Atlantic,SSI,All Years,65+,1036,73,7,5.6,8.7
E.coli MDR,South_Atlantic,SSI,All Years,All Ages,2658,166,6.2,5.3,7.2
E.coli MDR,West_North_Central,All HAIs,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,All HAIs,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,All HAIs,2011,19-64,125,5,4,1.4,8.6
E.coli MDR,West_North_Central,All HAIs,2011,65+,117,1,0.9,0,4.1
E.coli MDR,West_North_Central,All HAIs,2011,All Ages,256,7,2.7,1.2,5.3
E.coli MDR,West_North_Central,All HAIs,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,All HAIs,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,All HAIs,2012,19-64,444,20,4.5,2.8,6.7
E.coli MDR,West_North_Central,All HAIs,2012,65+,374,18,4.8,2.9,7.3
E.coli MDR,West_North_Central,All HAIs,2012,All Ages,846,39,4.6,3.3,6.1
E.coli MDR,West_North_Central,All HAIs,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,All HAIs,2013, 1-18,24,2,8.3,1.4,24.8
E.coli MDR,West_North_Central,All HAIs,2013,19-64,517,39,7.5,5.4,10
E.coli MDR,West_North_Central,All HAIs,2013,65+,432,24,5.6,3.6,8
E.coli MDR,West_North_Central,All HAIs,2013,All Ages,991,68,6.9,5.4,8.5
E.coli MDR,West_North_Central,All HAIs,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,All HAIs,2014, 1-18,36,4,11.1,3.6,24.6
E.coli MDR,West_North_Central,All HAIs,2014,19-64,603,34,5.6,3.9,7.7
E.coli MDR,West_North_Central,All HAIs,2014,65+,482,26,5.4,3.6,7.6
E.coli MDR,West_North_Central,All HAIs,2014,All Ages,1127,64,5.7,4.4,7.1
E.coli MDR,West_North_Central,All HAIs,All Years,<1,42,3,7.1,1.8,18.2
E.coli MDR,West_North_Central,All HAIs,All Years, 1-18,84,8,9.5,4.5,17.2
E.coli MDR,West_North_Central,All HAIs,All Years,19-64,1689,98,5.8,4.7,6.9
E.coli MDR,West_North_Central,All HAIs,All Years,65+,1405,69,4.9,3.8,6.1
E.coli MDR,West_North_Central,All HAIs,All Years,All Ages,3220,178,5.5,4.7,6.3
E.coli MDR,West_North_Central,CAUTI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,CAUTI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,CAUTI,2011,19-64,88,3,3.4,0.8,8.9
E.coli MDR,West_North_Central,CAUTI,2011,65+,99,1,1,0,4.8
E.coli MDR,West_North_Central,CAUTI,2011,All Ages,193,5,2.6,0.9,5.6
E.coli MDR,West_North_Central,CAUTI,2012,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
E.coli MDR,West_North_Central,CAUTI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,CAUTI,2012,19-64,249,11,4.4,2.3,7.5
E.coli MDR,West_North_Central,CAUTI,2012,65+,282,12,4.3,2.3,7.1
E.coli MDR,West_North_Central,CAUTI,2012,All Ages,544,24,4.4,2.9,6.3
E.coli MDR,West_North_Central,CAUTI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,CAUTI,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,CAUTI,2013,19-64,259,19,7.3,4.6,11
E.coli MDR,West_North_Central,CAUTI,2013,65+,287,14,4.9,2.8,7.8
E.coli MDR,West_North_Central,CAUTI,2013,All Ages,563,36,6.4,4.5,8.6
E.coli MDR,West_North_Central,CAUTI,2014,<1,(0),None Tested,Not Defined,Not Defined,Not Defined
E.coli MDR,West_North_Central,CAUTI,2014, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,CAUTI,2014,19-64,307,16,5.2,3.1,8.1
E.coli MDR,West_North_Central,CAUTI,2014,65+,313,17,5.4,3.3,8.3
E.coli MDR,West_North_Central,CAUTI,2014,All Ages,637,34,5.3,3.7,7.2
E.coli MDR,West_North_Central,CAUTI,All Years,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,CAUTI,All Years, 1-18,44,4,9.1,2.9,20.4
E.coli MDR,West_North_Central,CAUTI,All Years,19-64,903,49,5.4,4,7
E.coli MDR,West_North_Central,CAUTI,All Years,65+,981,44,4.5,3.3,5.9
E.coli MDR,West_North_Central,CAUTI,All Years,All Ages,1937,99,5.1,4.1,6.1
E.coli MDR,West_North_Central,CLABSI,2011,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,CLABSI,2011, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,CLABSI,2011,19-64,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,CLABSI,2011,65+,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,CLABSI,2011,All Ages,22,1,4.5,0.2,20.4
E.coli MDR,West_North_Central,CLABSI,2012,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,CLABSI,2012, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,CLABSI,2012,19-64,31,5,16.1,6.1,32.1
E.coli MDR,West_North_Central,CLABSI,2012,65+,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,CLABSI,2012,All Ages,52,6,11.5,4.8,22.4
E.coli MDR,West_North_Central,CLABSI,2013,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,CLABSI,2013, 1-18,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,CLABSI,2013,19-64,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
E.coli MDR,West_North_Central,CLABSI,2013,65+,25,2,8,1.3,23.9
E.coli MDR,West_North_Central,CLABSI,2013,All Ages,57,6,10.5,4.3,20.6
E.coli MDR,West_North_Central,CLABSI,2014,<1,(1-19),Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data
